,PMCIDS,keywords,TPS_match,TPS._match
174,PMC8061277,"Isoprene', 'Transgenic Arabidopsis', 'Arecaceae', 'Isoprene Synthase', 'Siteâ€êdirected Mutagenesis', 'Isps Diagnostic Tetrad', 'Ptrâ€êtofâ€êms'","TPSâ€êb', 'TPSâ€êb', 'TPS', 'TPS'",
175,PMC6048515,"Transposons', 'Genome evolution', 'terpenes', 'Gene Relocation', 'Biosynthetic Gene Clusters'","TPS/TPS', 'TPS/CYP71', '(TPSs)', 'TPSs', '(TPS/CYP71),'",
176,PMC7352595,"Pseudotaxus chienii', 'Transcriptome', 'Multiple Organs', 'Plantâ€“pathogen Interactions', 'Phenylpropanoid Biosynthesis Pathway', 'Pacbio Iso-seq'","TPSs', 'TPS', 'TPS-d', 'TPS-c', 'TPS-d', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-a', 'TPS-g', 'TPS', 'TPS-d', 'TPS-e', 'TPS-d', 'TPS', 'TPS', 'TPS', 'TPS-d', 'TPS-d', 'TPS', 'TPS', 'TPS-e'",
177,PMC7356763,"Molecular cloning', 'Functional analysis', 'Bhlh Transcription Factors', 'Volatile Production', 'Terpene Production', 'Wintersweet (Chimonanthus Praecox L.)'",,
178,PMC6404600,"Medicinal plant', 'Terpenoid', 'Rnaseq', 'Coumarin-type Phenylpropanoids'","TPS1,', 'TPS3,', 'TPS-', 'TPS-related', 'TPS', 'TPS7', 'TPS', 'sesqui-TPSs', 'TPSs', 'TPS1', 'TPS4,', 'TPS2', 'TPS3.', 'TPSs,', 'DcTPS1', 'DcTPS2,', '(TPS)'",
179,PMC6473938,"volatile organic compounds', 'Lycoris longituba', 'Tepals', 'Aroma Formation', 'Color Fading'","TPS', 'TPSs,'",
180,PMC7926782,"Binding site', 'Interaction', 'Triptolide', 'Regulatory mechanism', 'Promoter analysis', 'Meja-Responsive', 'Tgacg-Motif'","TwTPS27a/b', 'TwTPS27a/b', 'TwTPS27b', 'TwTPS27a', 'TwTPS27a/b', 'TwTPS27a/b', 'TwTPS27a/b', 'TwTPS27a/b', 'TwTPS27a', 'TwTPS27b,', 'TwTPS27a', 'TwTPS27b', 'TwTPS27a', 'TwTPS27b', 'TwTPS27a', 'TwTPS27b,', 'TwTPS27a', 'TwTPS27b', 'TwTPS27a', 'TwTPS27b', 'TwTPS27a/b', 'TwTPS27a/b', 'TwTPS27a/b,', 'TwTPS27a/b', 'TwTPS27a/b,', 'TwTPS27a', 'TwTPS27b', 'TwTPS27b', 'TwTPS27b', 'TwTPS27a', 'TwTPS27b', 'TwTPS27a/b', 'TwTPS27b', 'TwTPS27b'",
181,PMC6720227,"Natural products', 'metabolic engineering', 'terpenes', 'Sesquiterpene Synthase', 'Genome Mining', 'Trichoderma Viride J1-030'",,
182,PMC6289780,,,
183,PMC6022596,NaN,,
184,PMC6681836,"['Evolution', 'Terpene synthase', 'Isoprenyl Diphosphate Synthase', 'Genome Rna-seq']","TPS', 'TPSs', 'TPS', 'TPSs', 'TPS-a,', 'TPSs', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e/f,', 'TPS-g,', 'TPSs.', 'TPS-a,', 'TPS-b', 'TPSs', 'TPSs', 'TPS', 'TPS-e/f', 'TPS-d', 'TPS-h', 'TPSs', 'TPSs', 'TPSs', 'TPS-d', 'TPS-a,', 'TPS-h', 'TPS-c', 'TPS-e/f', 'TPS-c', 'TPS-e/f', 'TPS-a,', 'TPS-d', 'TPS-h', 'TPS-a', 'TPS', 'TPS-a', 'TPS-b,', 'TPS),', 'TPS-e/f', 'TPS-d', 'TPS-h', 'TPS-h', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs.', 'TPS', 'TPSs.', 'TPSs.', 'TPSs', 'TPSs.', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs.', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPSs.', 'TPSs,', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-e/f,', 'TPS-g.', 'TPS-c', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'di-TPSs', 'TPS', 'TPS', 'TPS', 'TPSs.', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS.', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS-a', 'TPS-b.', 'TPS', 'TPS-a.', 'TPS', 'TPSs.', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPSs.', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs.', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs,', 'TPSs', 'TPSs', 'TPSs.', 'TPSs', 'TPSs', 'TPSs,', 'TPSs', 'TPSs', 'TPSs,', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs,', 'TPS', 'TPSs', 'TPSs', 'TPSs-', 'TPSs', 'TPSs', 'TPS-a,', 'TPS-a,', 'TPS-g', 'TPS-b,', 'TPS', 'TPSs,', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs)', 'TPSs'",
185,PMC6299004,NaN,"PnTPS1', 'PtTPS13,', 'PnTPS1', 'PtTPS13', 'PtTPS21', 'PnTPS4,', 'TPS', 'PtTPS21', 'PtTPS16', 'PtTPS16', 'PtTPS21', 'PtTPS21', 'PnTPS4', 'PnTPS1', 'PtTPS13,', '(PtTPS21)', '(PnTPS4)', 'PtTPS16,', 'PtTPS21,', 'PtTPS21', 'PnTPS4', 'PnTPS4', 'PnTPS4,', 'PtTPS16', 'PtTPS21', 'PtTPS16', 'PtTPS16', 'PtTPS21,', 'PtTPS16', 'PtTPS16', 'PtTPS21', 'PtTPS16', 'PtTPS16', 'PtTPS16', 'PtTPS16', 'PtTPS16', 'PtTPS21,', 'PtTPS21', 'PtTPS13,', 'PtTPS16,', 'PtTPS21', 'PnTPS4', 'PnTPS1', 'PtTPS13', 'PnTPS4', 'PnTPS1', 'PtTPS21', 'PtTPS16'",
186,PMC4227064,,,
187,PMC6050695,"Comparative genomics', 'Ecological function', 'Polyunsaturated fatty acids', 'Whole Genome Sequencing', 'Thraustochytrids'",,
188,PMC4711449,"Medicinal plants', 'Antioxidant capacity', 'Solid-phase Microextraction', 'Gc-qms', 'Volatile Metabolite'",,
189,PMC3570303,NaN,"TPS23', 'TPS8', '(TPS10)', '(TPS23),', 'TPS10', 'TPS23', 'TPS10', 'TPS8', 'TPS8', 'TPS10', 'TPS8', 'TPS10', 'TPS10,', 'TPS10,', 'TPS8,', '(TPS8)', 'TPS23'",
190,PMC8402200,"Root', 'Stem', 'Leaves', 'Olea Europaea L.', 'Cv.', 'â€˜Istarska Bjelicaâ€™'",,
191,PMC6742980,"Rhodobacter capsulatus', 'Terpenoid', 'Natural product', 'metabolic engineering', 'Valencene', 'Patchoulol'","(TPS)', 'TPS'",
192,PMC5362686,"Volatile', 'Sesquiterpene Synthase', 'Transgenic Hairy Roots'","TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSâ€êb', 'TPSâ€êb', '(PtTPS2)', 'PtTPS2', 'PtTPS2,', 'PtTPS2'",
193,PMC6041341,NaN,"TPSs)', 'TPSs'",
194,PMC7982956,"Biotechnology', 'Transgenic', 'Sesquiterpenes', 'Citrus sinensis', 'Volatiles', 'Chemical ecology', 'Hlb', 'Asian Citrus Psyllid'",TPS21',
195,PMC3093818,NaN,,
196,PMC6163538,"Spodoptera exigua', 'RNAi', 'Sesquiterpene Synthase', 'Aphidius Ervi', 'Constitutive Release Of Voc'","TPS', 'TPS9-12', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS9', 'TPS12,', 'TPS', 'TPS9', 'TPS12', 'TPS', 'TPS', 'TPS9', 'TPS12', 'TPS', 'TPS', 'TPS'",
197,PMC2459234,NaN,"PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS', 'PsTPS'",
198,PMC4291660,"Genome evolution', 'Cytochrome p450', 'terpenes', 'Metabolic Gene Clusters', 'Terpenoid Synthases'",,
199,PMC4438586,NaN,"TPS', 'NbTPS1', 'NbTPS1', 'NbTPS1', 'NbTPS1-', 'NbTPS1-', 'NbTPS1-', 'NbTPS1', 'NbTPS1', 'NbTPS1', 'NbTPS1.', 'NbTPS1', 'NbTPS1', 'NbTPS1.', 'NbTPS1', 'His-NbTPS1', 'NbTPS1-YFP', 'NbTPS1-', 'NbTPS1-', 'NbTPS1-', 'NbTPS1-silenced', 'NbTPS1', 'NbTPS1', 'NbTPS1', 'NbTPS1', 'NbTPS3', 'NbTPS4', 'NbTPS1', 'TPS1)', 'NbTPS1', 'TPSs', 'NbTPS1'",
200,PMC3058080,NaN,"TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS,', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS', '(PsTPS-Lin-1', 'PsTPS-Lin-2)', '(PgTPS-Lin)', 'TPS-d1', '(PaTPS-Lin)', 'PsTPS-Lin1', 'PgTPS-Lin', 'PaTPS-Lin', 'TPSs', 'TPS-d', 'TPS', '(TPS-c)', '(TPS-e),', 'TPS', 'TPS', 'TPS', 'TPS-d', 'TPS-d', 'TPSs', 'TPS-d', 'TPS', 'TPS-d', 'TPS-d1', 'TPS-d3', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPS-d1,', 'TPS-d2', 'TPS-d3', 'TPS', 'TPSs', 'TPS-d1', 'TPS-d2', 'TPS-d3', 'TPS-d3', 'TPS-d1', 'TPS', 'TPSs', 'TPSs,', 'TPSs', 'TPS,', 'PgTPS-Hum,', 'PgÃ—eTPS-Lonf,', 'PsTPS-Lonp', 'TPS-d2', 'TPS-d', 'PgÃ—eTPS-Far/Oci', 'TPS-d1', 'PgTPS-Hum,', 'PgÃ—eTPS-Lonf,', 'PsTPS-Lonp,', 'PgÃ—eTPS-Far/Oci,', 'PgTPS-Hum,', 'PgÃ—eTPS-Lonf,', 'PsTPS-Lonp', 'PgÃ—eTPS-Far/Oci', 'PgTPS-Hum', 'PgÃ—eTPS-Lonf', 'TPS', 'PsTPS-Lonp', 'PgTPS-Cin,', 'PgÃ—eTPS-Cin,', 'PsTPS-Cin', 'TPS-d1', 'PsTPS-Cin', 'PgTPS-Cin.', 'TPSs', 'PsTPS-car1(R),', 'PsTPS-car2(R),', 'PsTPS-sab(R)', 'PsTPS-car1(S),', 'PsTPS-car3(S),', 'PsTPS-sab(S)', 'PsTPS-Car1),', '(PgÃ—eTPS-Car1)', 'PsTPS-car1(R)', 'PsTPS-car1(S)', 'TPS.', 'PsTPS-LAS', 'PaTPS-LAS', 'PsTPS-Iso', 'PaTPS-Iso', 'PaTPS-LAS', 'PaTPS-Iso', '(PsTPS-LAS', 'PaTPS-LAS)', '(PsTPS-Iso', 'PaTPS-Iso)', 'PaTPS-Iso', '(PsTPS-Iso)', 'TPS', 'PsTPS-LAS', 'PsTPS-Iso,', 'TPSs', '(PaTPS-LAS)', '(PaTPS-Iso)', 'TPS-d3', 'TPS-d', 'PsTPS-LAS', 'PsTPS-Iso', 'PsTPS-Iso', 'TPS', 'PsTPS-LAS', 'PsTPS-Iso', 'PaTPS-LAS', 'PaTPS-Iso', 'PgTPS-Pin-1', 'PgTPS-Pin-2,', 'PsTPS-Pin', 'PgTPS-Pin', 'TPS', '(PsTPS-Pin)', '(PgTPS-Pin-1', 'PgTPS-Pin-2;', 'TPS-d1', '(PgTPS-Pin-1', 'PgTPS-Pin-2)', 'PgTPS-Pin', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', '(PsTPS-Phel-1,', 'PsTPS-Phel-2,', 'PsTPS-Phel-3,', 'PsTPS-Phel-4),'",TPS.'
201,PMC6563135,"Terpenoid', 'Rna-sequencing', 'De Novo Assembly', 'Protium', 'Copal Resin'","TPS', 'TPSd', 'TPSa', 'TPS'",
202,PMC6399326,NaN,,
203,PMC2718223,NaN,TPS',
204,PMC6417135,"Sesquiterpene', 'Citrus', 'Cloning', 'Transient expression', 'cDNA sequencing', 'QTL mapping'",,
205,PMC4645219,NaN,"TPS,', 'TPS1,', 'TPS2,', 'TPS3,', 'TPS1', 'TPS3', 'TPS', 'TPS)', 'TPS,', 'TPS'",
206,PMC7998450,"Flat peach', 'Genome evolution', 'Genome Assembly', 'Terpene Synthase Genes', 'Fruit Flavor'","TPSs', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e,', 'TPS-f,', 'TPS-g', 'TPS-d', 'TPSs', 'TPS', 'TPSs', 'TPS-d', 'TPSs', 'TPSs', 'TPS-a', 'TPS-b', 'TPS-a', 'TPS-b', 'TPS-f.'",
207,PMC6580502,"Growth', 'Photosynthesis', 'Glucose', 'Trehalose', 'Eucalyptus', 'Gene Expression', 'Tor Kinase', 'Oc Kappa'",,
208,PMC6121529,"Transcription factors', 'Transcriptome Sequencing', 'Ja Signaling', 'Menthol Biosynthesis', 'Mentha Canadensis L.'","(TPSs),', 'TPS', 'TPSs'",
209,PMC7154873,"Assembly', 'Plant', 'Differential expression', 'Rna-seq'","(TPSs)', 'TPS9', 'TPS12', 'TPS', 'TPS', 'TPS', 'TPS-g', 'TPS12,', 'TPS20,', 'TPS-g.', 'TPS-a,', 'TPS-b,', 'TPS-g', 'TPS', 'TPS-a', 'TPS-b', '(TPS-g', 'TPS', '(TPS-a', '(TPS-b', '(TPS-g', 'TPS'",
210,PMC4085969,"Low temperature', 'Maize', 'D1 protein', 'Chilling', 'cold', 'Transcription.', 'Lhcii', 'Miscanthus', 'C4 Photosynthesis', 'Chlorophyll A/b-binding Protein'",,
211,PMC5815590,NaN,,
212,PMC4375501,"Fungi', 'Mutagenesis', 'Terpenoid', 'phylogenetics', 'Enzyme Mechanism'",,
213,PMC7422722,"Tomato', 'Terpene synthase', 'terpenes', 'Subcellular Localisation', 'Prenyltransferase', 'Functional Characterisation', 'Specialised Metabolism'","TPS', 'TPS', 'TPS14', 'TPS36', 'TPS', 'TPSâ€êa', 'TPS36', 'TPS14', 'TPSâ€êb', 'TPSâ€êg', 'TPS38', 'TPSâ€êe/f', 'TPS46', 'TPS40', 'TPS41', 'TPSâ€êc', 'TPS3,', 'TPS4,', 'TPS5,', 'TPS7,', 'TPS19,', 'TPS20,', 'TPS21,', 'TPS24,', 'TPS40,', 'TPS8,', 'TPS9,', 'TPS10,', 'TPS12,', 'TPS16,', 'TPS17,', 'TPS25,', 'TPS27,', 'TPS28,', 'TPS31,', 'TPS32,', 'TPS33,', 'TPS35,', 'TPS38,', 'TPS39,', 'TPS46,', 'TPS47,', 'TPS48,', 'TPS51,', 'TPS52', 'TPS18,', 'TPS41,', 'TPS37', 'TPS37â€êGFP', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS1â€“', 'TPS46,', 'TPS45,', 'TPS47â€“TPS53.', 'TPS47', 'TPS48', 'TPS49,', 'TPS50', 'TPS53', 'TPS51', 'TPS52', 'TPS47,', 'TPS48,', 'TPS51', 'TPS52', 'TPSs,', 'TPS49,', 'TPS50', 'TPS53', 'TPS47', 'TPS49', 'TPS48', 'TPS50', 'TPS51', 'TPS52', 'TPS53', 'TPS47', 'TPSâ€êb', '(TPS25', 'TPS27)', 'TPS48,', 'TPS51,', 'TPS52', '(TPS10,', 'TPS16,', 'TPS28,', 'TPS33,', 'TPS35', 'TPS36,', 'TPSâ€êa', 'TPS', 'TPSs,', 'TPS18', 'TPS41,', 'TPS', 'TPS', 'TPS', 'TPSâ€êe/f', 'TPSâ€êc', 'TPS18', 'TPS41', 'TPS18', 'TPS41,', 'TPS', 'TPS', 'TPS18', 'TPS41,', 'TPS18', 'TPS41', 'TPS18', 'TPS41', 'TPS18', 'TPS41', 'TPS18', 'TPS41', 'TPS41', 'TPS40,', 'TPSâ€êc', 'TPS41', 'TPS41', '(TPS24,', 'TPS41', 'TPS40', 'TPS24', 'TPS41', 'TPS41,', 'TPS41', 'TPS18', 'TPS18', 'TPS41', 'TPS', 'TPSâ€êa', 'TPS48,', 'TPS51,', 'TPS52,', 'TPS10,', 'TPS16,', 'TPS28,', 'TPS33,', 'TPS35', 'TPS36', 'TPS', 'TPS28', 'TPS48', 'TPS28', 'TPS48', 'TPS33', 'TPS35', 'TPS33', 'TPS35', 'TPS36', 'TPS51', 'TPS52', 'TPS10', 'TPS16', 'TPS16', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS16', 'TPS', 'TPSâ€êb', 'TPS25,', 'TPS27', 'TPS47', 'TPSâ€êb', 'TPS25', 'TPS27', 'TPS47', 'TPS', 'TPS36', 'TPS47', 'TPS47', 'TPS25,', 'TPS27', 'TPS36', '(sesterTPS)', 'AtTPS19;', 'AtTPS19,', 'AtTPS19', 'sesterTPSs', 'TPSâ€êa', 'sesterTPSs', 'TPS', 'sesterTPS', 'TPS', 'TPS27', 'TPS36', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS47,', 'TPS48,', 'TPS51', 'TPS52)', 'TPS', 'TPS16', 'TPS41', 'TPS10', 'TPS25', 'TPS27', 'TPS28', 'TPS18', 'TPS36', 'TPS33', 'TPS35'",
214,PMC5341033,NaN,"MkTPS1', 'MkTPS2', 'MkTPSs', 'MkTPS1', 'MkTPS2,', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'TPS', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'MkTPS1', 'MkTPS2', 'TPS', 'MkTPS1cloning,', 'MkTPS1', 'MkTPS1', '(RlemTPS2)', '(HcTPS7)', 'MkTPS1', 'RlemTPS2', 'MkTPS1', 'MkTPS2,', 'MkTPS2', 'MkTPS2', 'MkTPS2', 'TPS', 'TPSs', 'TPS', 'MkTPS1', 'TPS', 'MkTPS1', 'MkTPS3', 'MkTPS4', 'TPS-b', 'MkTPS2', 'MkTPS5', 'MkTPS6', 'TPS-a', 'MkTPS7', 'TPS-e', 'MkTPS1', 'MkTPS3', 'MkTPS4', 'TPS-a', 'MkTPS2', '(RlemTPS4).', 'MkTPS5', 'MkTPS6', 'MkTPS7', 'TPSs', 'MkTPS7', 'TPS-e', 'TPS', 'MkTPS'",
215,PMC4347605,"Sesquiterpenes', 'Monoterpenes', 'Enzyme assay', 'Gene Expression', 'Achillea Millefolium', 'Cytosolic Terpene Synthesis', 'Germacrene A Synthase Gene', 'Mixed Substrate Specificity'","(TPS)', 'TPS-a', 'TPS-a'",
216,PMC4655415,NaN,"TPSs.', 'TPS', 'TPS', 'TPSs', 'TPSs,', 'TPSs', 'TPS,', 'TPSs', 'TPSs', 'TPS', 'TPS'",
217,PMC5562913,NaN,"MTPS,', 'STPS', 'DTPS)', 'TPS', '(TPS)', 'TPS-a,', 'TPS-b,', 'TPS-e', 'TPS-f'",
218,PMC2242725,NaN,,
219,PMC6128898,NaN,"TPS', 'ta_TPS2', 'ta_TPS1', 'ta_TPS3', 'TPS', 'TPS', 'TPS', 'ta_TPS2)', 'ta_TPS2)', 'ta_TPS1)', '(TPS),', '(TPS)'",
220,PMC6417167,"Ecology', 'Gene Family Evolution', 'De Novo Transcriptome Assembly', 'Cupressus Gigantea', 'Gene Functional Annotation'","TPS', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-d,', 'TPS-e,', 'TPS-f,', 'TPS-g,', 'TPS-SM', 'TPS', 'TPS-d3', 'TPS-d3â€“1,', 'TPS-d3â€“2,', 'TPS-d3â€“3,', 'TPS-d3', 'TPS-d3â€“1', 'TPS-d3â€“2', 'TPS-d3â€“3', 'TPS', 'TPS-d1,', 'TPS-d2', 'TPS-e', 'TPS-1', 'TPS', 'TPS-d3â€“2', 'TPSs', 'TPS', 'TPS', 'TPS-c', 'TPS-e', 'TPS', 'TPS', 'TPS-e'",
221,PMC5269589,NaN,"TPS', 'TPS', 'TPS-g', 'TPS-g', 'TPS-b', 'TPS-d', 'TPS', 'TPS-f', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS'",
222,PMC3195254,NaN,"TPS12', 'TPS13,', 'TPS-BIS', 'TPS3', 'TPS3', 'TPS12', 'TPS13', 'TPS3', 'TPS-BIS', 'TPS12', 'TPS13.', 'TPS3', 'TPS-BIS.', 'TPS13', 'TPS12', 'TPS-BIS', 'TPS3'",
223,PMC22624,NaN,,
224,PMC6272835,"Differentially expressed genes', 'Quantitative real-time PCR', 'Digital Gene Expression', 'Terpenoid Biosynthesis', 'Litsea Cubeba (Lour.) Pers.'",,
225,PMC5391025,NaN,,
226,PMC7728057,"Subcellular localization', 'Rice (oryza sativa)', 'Trans-prenyltransferase', 'In Silico Structural Analysis', 'Functional Compartmentation', 'Topology-based Working Model'","OsTPS19,', 'OsTPS19'",
227,PMC6915911,NaN,,
228,PMC7072466,"Secondary metabolites', 'Tea plant', 'Trichomes', 'Volatile aroma', 'Trichomes Development'","TPS),', 'TPS', 'TPS1'",
229,PMC5339715,NaN,"diTPSs', 'diTPSs', 'SdTPS1', 'TPSs.', 'SdTPSs', 'SdTPSs,', 'SdTPS4,', 'SdTPS9,', 'SdTPS16,', 'SdTPS17,', 'SdTPS18,', 'TPS', 'TPS', 'TPSs', 'TPSs,', 'TPSs,', 'SdTPS8,', 'SdTPS9,', 'SdTPS10,', 'SdTPS11', 'TPS-a', 'SdTPS10', 'LdTPS1', 'LdTPS5', 'SdTPS8', 'SdTPS9', 'SdTPS11', 'PcTPSA', 'SdTPSs', 'TPS-c', 'TPS-e/f', 'TPS-c', 'TPS-e/f', 'diTPSs', 'SdTPS1,', 'SdTPS2,', 'SdTPS3,', 'SdTPS5,', 'SdTPS7', 'TPS-b', 'SdTPS1', 'SdTPS7', 'SdTPS3', 'SdTPS5', 'MrTPS4', 'SdTPS2', 'LdTPS7', 'SdTPS2', 'SdTPS', 'TPSs.', 'TPSs', 'TPS'",
230,PMC5814883,"Cyclization', 'Natural products', 'Quantum Chemical Calculations', 'Terpene Synthases', 'Sesterterpene Biosynthesis'",,
231,PMC7890116,"Artemisia annua L.', 'Sesquiterpenoids', 'terpenes', 'Synthetic Biology', 'Patchoulol'","TPS', 'tpTPS'",
232,PMC8087812,NaN,(TPS)',
233,PMC5414814,"Gene Expression', 'Cannabis sativa', 'Cannabinoid Pathway'",TPS)',
234,PMC4964374,"Metabolites', 'Fruit quality', 'Apricot', 'Organic acids', 'Flavor', 'Volatiles', 'Sugars'","TPS', '(TPS)'",
235,PMC1208037,NaN,,
236,PMC6544981,"RNAi', 'Farnesol', 'CoQ10', 'Psy', 'Carbon\xa0flux'","(TPS)', '(ATPS)', 'TPS', 'TPS', '(Rs-TPS),', 'ATPS', '(Rs-ATPS),', 'Rs-TPS,', 'Rs-ATPS,', 'Rs-ATPS,', 'Rs-TPS,', 'Rs-TPS,', 'Rs-ATPS,', 'TPS-PSYi,', 'ATPS-PSYi,', 'TPS-PSYi', 'ATPS-PSYi,', 'Rs-TPS,', 'Rs-ATPS,', 'TPS-PSYi,', 'ATPS-PSYi,', 'TPS-PSYi', 'ATPS-PSYi', 'TPS-PSYi,', 'ATPS-PSYi', 'ATPS-PSYi', 'TPS-PSYi', 'TPS-PSYi,', 'ATPS-PSYi,', 'Rs-TPS,', 'Rs-ATPS,', 'ATPS-PSYi'",
237,PMC7340177,"Medicinal plant', 'Andrographis paniculata', 'Genome Assembly', 'Hi-c', 'Pacbio Sequencing'","(TPS)', 'TPS', 'TPS', 'TPS-a1', 'TPS-b', 'TPS-c', 'TPS-e', 'TPS-f', 'TPS-g'",
238,PMC6986057,"Abiotic stress', 'biotic stress', 'Vitis vinifera L', 'Rna-seq', 'Transcriptomics', 'Grape Berry Development'","TPS55)', 'TPS35', 'TPS08', 'TPS26', 'TPS4', 'TPS07', 'TPS55', 'TPS68', 'TPS69', 'TPS68', 'TPS35', 'TPS35'",
239,PMC7049213,"Terpene synthase', 'Cis-prenyltransferase', 'Plant Natural Products', 'Eremophila', 'Bioactive Diterpenoids', 'Serrulatanes', 'Viscidanes'","TPS', 'TPS', 'ElTPS31.', 'ElTPS31', 'TPSs', 'TPSs.', 'TPSs', 'TPSs', 'TPS-a', 'TPS-b', 'TPSs', 'TPS-a', 'TPSs', '(sesquiTPSs)', 'diTPS', 'sesquiTPSs,', 'TPSs', 'TPSs', 'ElTPS3,', 'EdTPS22', 'EdtTPS4;', 'TPSs', 'TPS-b', 'ElTPS31', 'EdTPS6;', 'ElTPS31,', 'ElTPS3', 'EdtTPS4/', 'EdTPS22', 'ElTPS31', 'ElTPS3', 'EdtTPS4/', 'EdTPS22', 'EdtTPS4', 'TPS', 'diTPS', 'TPS', 'TPSs', 'ElTPS3,', 'ElTPS31,', 'EdtTPS4', 'EdTPS22', 'ElTPS31', 'ElTPS3', 'EdtTPS4', 'EdTPS22', 'diTPS', 'ElTPS3,', 'ElTPS31,', 'EdtTPS4', 'EdTPS22', 'ElTPS3', 'EdtTPS4/', 'EdTPS22', 'ElTPS3', 'EdtTPS4', 'EdTPS22.'",
240,PMC4364678,NaN,"TPS21', 'TPS21', 'TPS21', 'TPS21', 'TPS21', 'TPS21', 'TPS21'",
241,PMC7840155,NaN,,
242,PMC8148558,"GC-MS', 'Transcriptome Sequencing', 'Mentha Canadensis L.', 'Menthol Biosynthesis'","(TPSs),', 'TPSs', 'TPSs'",
