,result ,yake_keywords,entities,TPS_match,Camellia_match,terms
443,"Benzyl acetate, the dominant compounds of floral scent in wintersweet, is synthesized from benzyl alcohol via acetyl-CoA-dependent reaction catalyzed by acetyl-CoA: benzyl alcohol acetyltransferase (BEAT) [ 47]. Comparative genomic analysis revealed that the wintersweet genome harbors 33  BEAT homologous genes (Additional file  1: Table S21), the number of which is comparable to that in  Prunus mume, in which benzyl acetate is also the major component of floral scent. Similar to  P. mume, the expansion of the  BEAT homologous genes was mainly attributed to tandem and WGD duplication events [ 47]. Of 33  BEAT homologous genes found in wintersweet genome, 8 were derived from the WGD event, and 14 were amplified via tandem duplication. Transcriptome and metabolite correlation analysis showed that the expression pattern of 4  CpBEATs coincided with benzyl acetate emission (Fig.  6c and Additional file  2: Fig. S18). These genes might be responsible for benzyl acetate biosynthesis in the wintersweet flower. Methyl salicylate is also the major composition of floral VOCs in wintersweet. Three tandem duplication-derived salicylic acid methyltransferase ( SAMTs) were identified in the wintersweet (Additional file  2: Fig. S22), two of which were highly expressed in the flower and their expression patterns correlated with methyl salicylate emission, suggesting that these two genes may be primarily responsible for methyl salicylate biosynthesis (Fig.  6a). These observations above suggested that the expansion of specific genes and selective expression in flower could induce the heightened activity of the corresponding enzymes, which resulted in the abundant characteristic aroma formation in the flowers of wintersweet.","['BEAT homologous', 'benzyl alcohol', 'alcohol acetyltransferase', 'Benzyl acetate', 'Additional file', 'floral scent', 'BEAT', 'reaction catalyzed', 'homologous genes', 'dominant compounds']","[S21, WGD, SAMTs, wintersweet (Additional file]",[],[],NaN
444,"Generally, monoterpene volatiles are the main terpenes in orchids. These are produced by TPS proteins using GPP as a substrate [ 6, 7]. To further confirm the role of DoTPS10 in the synthesis of monoterpenes, a His-tagged vector (pET32a) was used to produce the recombinant DoTPS10 protein. The vector was successfully expressed as a soluble protein in  E. coli BL21. DoTPS10 protein was purified using a His-trap Ni-sepharose high performance column. His-tagged vector (pET32a) had an Mw of 23.8 kDa, containing 4.8 kDa of six His-tags, and recombinant DoTPS10 protein exhibited an approximate Mw of 88.3 kDa on SDS-PAGE ( Figure 10E). After recombinant DoTPS10 protein was incubated with GPP, gas chromatography–mass spectrometry (GC-MS) analysis showed that empty pET32a could not produce linalool while the recombinant DoTPS10 protein singly converted the substrate GPP to the corresponding product linalool ( Figure S3,  Figure 9G,H).","['main terpenes', 'Figure', 'protein', 'monoterpene volatiles', 'recombinant', 'GPP', 'His-tagged vector', 'TPS proteins', 'Generally', 'His-trap Ni-sepharose']","[DoTPS10, DoTPS10, pET32a, His-tags, pET32a]","['TPS', 'DoTPS10', 'DoTPS10', 'DoTPS10', 'DoTPS10', 'DoTPS10', 'DoTPS10']",[],NaN
445,"To systematically identify the  TPS genes in  D. officinale, a hidden Markov model (HMM) profile of the conserved  C-terminal (PF03936) and  N-terminal (PF01397) domains in the TPS protein was used as a BLAST query against the  D. officinale genome database [ 23]. After the removal of redundant sequences, 34 TPS genes were obtained ( Table 1). The open reading frame (ORF) of  DoTPS ranged from 378 ( DoTPS12) to 2571 bp ( DoTPS4), the deduced length of the amino acids ranged from 125 (DoTPS12) to 856 aa (DoTPS4), and molecular weight (Mw) ranged from 14.98 (DoTPS12) to 100.05 kDa (DoTPS4). The theoretical isoelectric point (pI) values of DoTPS proteins ranged from 4.94 (DoTPS19) to 7.18 (DoTPS4). The calculated grand average of hydrophobicity (GRAVY) values, ranging from −0.429 (DoTPS4) to 0.013 (DoTPS19), indicated most DoTPS proteins were hydrophilic, except for DoTPS19 with a GRAVY value > 0. In addition, the aliphatic index (AI) of DoTPS proteins ranged from 80.35 (DoTPS4) to 110.46 (DoTPS4), and the instability index (II) of these proteins ranged from 33.82 (DoTPS20) to 51.56 (DoTPS31). According to three widely used predictors (AtSubP [ 26], Plant-mPLoc [ 27], and pLoc-mPlant [ 28], all having good accuracy with greater than 70%), 14/34 DoTPS proteins were targeted to the chloroplast, other 20 DoTPS proteins were targeted to chloroplast or cytoplasm ( Table 1,  Tables S1–S3), suggesting that different predictors produce different results, and it was better to verify by experimental results. The prediction of secondary structures demonstrated that α-helixes and random coils were dominant in all DoTPS proteins, followed by extended strands and β-turns, accounting for on average 68.68, 23.82, 4.33, and 3.17%, respectively ( Table S4).","['Markov model', 'TPS genes', 'conserved C-terminal', 'hidden Markov', 'BLAST query', 'DoTPS proteins', 'officinale genome', 'proteins ranged', 'TPS protein', 'TPS']","[DoTPS12, DoTPS proteins, DoTPS19, −0.429 (DoTPS4, DoTPS19, DoTPS proteins, DoTPS19, DoTPS proteins, DoTPS20, DoTPS31, pLoc-mPlant [ 28, S1–S3, α-helixes, DoTPS proteins, β-turns]","['TPS', 'TPS', 'TPS', 'DoTPS', 'DoTPS12)', 'DoTPS4),', '(DoTPS12)', '(DoTPS4),', '(DoTPS12)', '(DoTPS4).', 'DoTPS', '(DoTPS19)', '(DoTPS4).', '(DoTPS4)', '(DoTPS19),', 'DoTPS', 'DoTPS19', 'DoTPS', '(DoTPS4)', '(DoTPS4),', '(DoTPS20)', '(DoTPS31).', 'DoTPS', 'DoTPS', 'DoTPS']",[],NaN
446,"Since analysis of gene structure will facilitate an understanding of gene evolution and possible roles, the structure of  DoTPS genes in  D. officinale was investigated ( Figure 2A). The amount of exons ranged from 2 to 14, with an average of 6.6 for all  DoTPS genes.  DoTPS32 contained the most exons (14), whereas  DoTPS8 and  DoTPS12 harbored the fewest exons (2). The majority of  DoTPS genes (52.9%) had seven exons. Apart from  DoTPS7,  -20,  -24,  -27, and  -28, most of the genes that clustered in the same group generally possessed a similar exon–intron structure, especially in terms of intron number and exon length ( Figure 2A). This conserved exon–intron structure within each cluster was in agreement with the classification of  DoTPS genes in a neighbor-joining (NJ) phylogenetic tree based on DoTPS sequences.","['DoTPS genes', 'DoTPS', 'genes', 'Figure', 'gene evolution', 'structure', 'exons', 'exon', 'intron', 'roles']",[NJ],"['DoTPS', 'DoTPS', 'DoTPS32', 'DoTPS8', 'DoTPS12', 'DoTPS', 'DoTPS7,', 'DoTPS', 'DoTPS']",[],NaN
447,"To further elucidate the structural and functional features of DoTPS, 20 conserved motifs of the DoTPS proteins were identified using MEME software ( Figure 2B). The lengths of these motifs ranged from 15 to 47 amino acids ( Figure S1;  Table S5). DoTPS3 contained the most motifs (18/20) while DoTPS31 had only two motifs. Motif 6 was found in all DoTPS proteins, except DoTPS12. Motifs 5 and 10 were the second most common DoTPS proteins (32/34), followed by motifs 1 and 2 (31/34). DoTPS1, -8, and -31 did not contain the DDxxD motif (motif 1), and DoTPS1, -12, and -31 did not contain the R(R)X 8W (motif 2) motif. Intriguingly, motif 14 was found in the cluster containing DoTPS5, -6, -7, -9, 13, -15, -16, -17, -22, -26, and -29. Motifs 17 and 20 were particularly abundant in the group containing DoTPS2, -3, -10, -18, -19, -20, -21, -23, -25, -27, -28, -30, -32, and -34. Motif 20 only existed in the cluster that included DoTPS4, -14, and -32. Motif 18 was only observed in a small branch that harbored DoTPS2, -3, -24, and -27 ( Figure 2B). Despite the different types of motifs among clusters, DoTPS proteins within the same cluster generally possessed similar motifs. The diversity of DoTPS phylogenetic grouping patterns was likely influenced by the gene structure and the location of motifs.","['MEME software', 'Figure', 'motifs', 'DoTPS proteins', 'Motif', 'DoTPS', 'MEME', 'functional features', 'proteins', 'conserved motifs']","[DoTPS, DoTPS proteins, S5, DoTPS3, DoTPS31, DoTPS proteins, DoTPS12, -8, DoTPS1, -12, DoTPS5, -6, DoTPS2, DoTPS4, -14, DoTPS2, DoTPS, DoTPS]","['DoTPS,', 'DoTPS', 'DoTPS3', 'DoTPS31', 'DoTPS', 'DoTPS12.', 'DoTPS', 'DoTPS1,', 'DoTPS1,', 'DoTPS5,', 'DoTPS2,', 'DoTPS4,', 'DoTPS2,', 'DoTPS', 'DoTPS']",[],NaN
448,"To gain further insight into the evolutionary relationships among the TPS subfamilies, an unrooted phylogenetic tree was constructed using the neighbor-joining (NJ) method implemented in MEGA 7.0 with the Jones–Taylor–Thornton (JTT) model based on multiple sequence alignment of TPS members from  Abies grandis,  A. thaliana,  Apostasia shenzhenica,  D. officinale,  Oryza sativa,  Phalaenopsis equestris,  Populus trichocarpa,  Selaginella moellendorffii,  Solanum lycopersicum, and  Sorghum bicolor ( Figure 3,  Table S6). The phylogenetic tree demonstrates that TPS proteins were clustered into seven subfamilies (TPS-a, TPS-b, TPS-c, TPS-d, TPS-e/f, TPS-g, and TPS-h) according to the published report [ 1, 15]. Thirty-four DoTPS proteins appeared in only four groups (TPS-a, TPS-b, TPS-c, and TPS-e/f, 14, 16, 1, and 3, respectively), and 88.2% of them belonged to TPS-a or TPS-b subgroups. Similarly, there were 20 and 9 TPS proteins present in  P. equestris and  A. shenzhenica, the amount of TPS-a, and TPS-b accounted for 12/20, and 7/9, respectively ( Figure 3). This phenomenon was similar to that in  A. thaliana and  O. sativa [ 1, 10]. Remarkably, in the TPS-a group, dicotyledonous and monocotyledonous plants formed distinct subgroups, which were observed previously [ 1, 15] and termed them as TPS-a1 (dicots) and TPS-a2 (monocots), suggesting that the  TPS-a genes evolved independently. Similar to the TPS-a group, the TPS-c group was further divided into dicot and monocot subclades. Consistent with a previous report, the TPS-d subfamily was specific to gymnosperms, and the TPS-h subfamily was only observed in  S. moellendorffii [ 1, 11, 12, 17], inferring that they might play a particular role in these species.","['Populus trichocarpa', 'Solanum lycopersicum', 'Abies grandis', 'Sorghum bicolor', 'Apostasia shenzhenica', 'Oryza sativa', 'Phalaenopsis equestris', 'TPS proteins', 'TPS members', 'phylogenetic tree']","[NJ, TPS-b, TPS-g, TPS-h, TPS-b, TPS-e/f, 14, TPS-a, sativa [ 1, TPS-a1 (, TPS-h, moellendorffii [ 1]","['TPS', 'TPS', 'TPS', '(TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-d,', 'TPS-e/f,', 'TPS-g,', 'TPS-h)', 'DoTPS', '(TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e/f,', 'TPS-a', 'TPS-b', 'TPS', 'TPS-a,', 'TPS-b', 'TPS-a', 'TPS-a1', 'TPS-a2', 'TPS-a', 'TPS-a', 'TPS-c', 'TPS-d', 'TPS-h']",[],NaN
449,"Multiple sequence alignment of DoTPS proteins was further analyzed. As illustrated in  Figure 4, the arginine-tryptophan motif, R(R)X 8W, was found in all the DoTPS-a and DoTPS-b proteins, except DoTPS8, at the  N-terminus. It plays a role in initiation of the isomerization cyclization reaction [ 1, 10]. However, the arginine-tryptophan motif, R(R)X 8W, varied or was even absent in TPS-c and TPS-e/f proteins. Two aspartate-rich motifs, DDxxD and NSE/DTE, are essential for cleaving prenyl diphosphate substrate by chelating a trio of Mg 2+ or Mn 2+ at the  C-terminus [ 9, 11]. The DDxxD motif was conserved in almost all the DoTPS proteins, except three DoTPS proteins (DoTPS1, DoTPS8 of the TPS-a group, and DoTPS31 of the TPS-c group). DoTPS31 was the only TPS-c member in  D. officinale. The TPS-c subfamily is mainly found in land plants and its prenyl diphosphate unit is not cleaved [ 1]. The NSE/DTE motif was absent in DoTPS8, -11, and -12 of the TPS-a group, DoTPS1, -19, and -24 of the TPS-b group, and DoTPS32 of the TPS-e/f group ( Figure 4). Taken together, gene structure and amino acid alignment were consistent with the phylogenetic analysis. The functions of DoTPS proteins in the same group could be inferred from known TPS proteins, according to their phylogenetic relationships.","['DoTPS proteins', 'Multiple sequence', 'proteins', 'group', 'arginine-tryptophan motif', 'motif', 'DoTPS', 'TPS-c', 'DTE motif', 'sequence alignment']","[DoTPS proteins, DoTPS-b proteins, DoTPS8, prenyl diphosphate, Mg 2, DoTPS, DoTPS proteins, DoTPS1, DoTPS8, DoTPS31, DoTPS31, prenyl diphosphate, DoTPS8, DoTPS1, DoTPS proteins]","['DoTPS', 'DoTPS-a', 'DoTPS-b', 'DoTPS8,', 'TPS-c', 'TPS-e/f', 'DoTPS', 'DoTPS', '(DoTPS1,', 'DoTPS8', 'TPS-a', 'DoTPS31', 'TPS-c', 'DoTPS31', 'TPS-c', 'TPS-c', 'DoTPS8,', 'TPS-a', 'DoTPS1,', 'TPS-b', 'DoTPS32', 'TPS-e/f', 'DoTPS', 'TPS']",[],NaN
450,"To ascertain the potential biological roles of  DoTPS genes in  D. officinale, a 2000-bp upstream region of the initiation code (ATG) was identified using the PlantCARE tool. The  cis-acting elements in the promoter regions of  DoTPS genes were classified into three categories of  cis-elements linked to plant growth and development, phytohormone responsiveness, and stress responsiveness ( Figure 5). In the plant growth and development category (159/759), 10  cis-elements involved in circadian rhythms, endosperm expression (AAGAA-motif and GCN4-motif), flowering (AT-rich element, CCAAT-box, and MRE), shoot and root meristem expression (CAT-box), seed expression (RY-element), shoot expression (As-2 element), and zein metabolism (O 2 site) were found, the highest proportion being the As-2 element (30%). In the stress responsiveness category (221/759), various elements related to anaerobic induction (ARE, 19%), defense and stress (TC-rich repeats, 8%), dehydration (DRE, 6%), drought-inducibility (MBS, 16%), low temperature (LTR, 5%), stress (STRE, 27%), and wounding (WRE3 and WUN-motif, 9% and 10%, respectively) responsiveness were detected. Most of  cis-elements (379/759) were related to the phytohormone responsiveness category, and were responsive to abscisic acid (ABRE), auxin (TGA-element), ethylene (ERE), gibberellin (GARE-motif, P-box, and TATC-box), MeJA (TGACG-motif and MYC), and salicylic acid (TCA-element). Notably, the largest number of  cis-elements was the TGACG-motif and MYC associated with MeJA-responsiveness, accounting for 12% and 29% of the hormone-related  cis-elements, respectively ( Figure 5). These results suggest that  DoTPS genes might be MeJA-induced and/or -repressed genes, and that they respond to multiple abiotic stresses.","['DoTPS genes', 'initiation code', 'PlantCARE tool', 'potential biological', 'biological roles', 'upstream region', 'stress responsiveness', 'responsiveness category', 'genes', 'plant growth']","[PlantCARE, 159/759, AAGAA-motif, GCN4-motif, CCAAT-box, CAT-box, RY-element, 221/759, ARE, DRE, MBS, WRE3, WUN-motif, 379/759, abscisic acid, ABRE, auxin (TGA-element, gibberellin (, GARE-motif, TATC-box, TGACG-motif, MYC, TGACG-motif, MYC]","['DoTPS', 'DoTPS', 'DoTPS']",[],NaN
451,"To obtain clues about the role of  DoTPS genes in  D. officinale development, an RNA-sequencing transcriptome database of flower buds, green root tips, gynostemium (column), labellum (lip), leaves, pollinia, sepals, stems, roots, and white part of roots was established ( Figure 6A). Overall,  DoTPS genes exhibited distinct organ-specific expression profiles, possibly suggesting the functional divergence of  DoTPS genes in different  D. officinale tissues during growth and development.  DoTPS11,  -17, and  -19 were highly expressed in stems. Thirteen  DoTPS genes exhibited a high level of expression in root tissues, including five ( DoTPS4,  -6,  -12,  -15, and  -29), five ( DoTPS13,  -14,  -18,  -25, and  -32), and three ( DoTPS9,  -30, and  -34) genes in green root tips, roots, and white part roots, respectively. Notably, 52.9% of  DoTPS genes displayed the highest transcript abundance in floral organs. Among them,  DoTPS28 in flower buds,  DoTPS8 in gynostemium,  DoTPS5, -7, -10,  -20,  -21,  -22, and  -23 in labellum,  DoTPS16,  -26, and  -31 in pollinium, and  DoTPS1,  -2,  -3,  -24,  -27, and  -33 in sepals, indicating that the preferentially expressed  DoTPS genes might be indirectly or directly involved in the development of reproductive organs. Our data indicates that the organ-specific expression of  DoTPS genes might be important in  D. officinale flower growth and development.","['DoTPS genes', 'genes', 'DoTPS', 'obtain clues', 'RNA-sequencing transcriptome', 'transcriptome database', 'Figure', 'genes exhibited', 'root tips', 'green root']","[DoTPS4, DoTPS13, DoTPS9]","['DoTPS', 'DoTPS', 'DoTPS', 'DoTPS11,', 'DoTPS', 'DoTPS4,', 'DoTPS13,', 'DoTPS9,', 'DoTPS', 'DoTPS28', 'DoTPS8', 'DoTPS5,', 'DoTPS16,', 'DoTPS1,', 'DoTPS', 'DoTPS']",[],NaN
452,"To better understand the role of  DoTPS genes in response to cold and osmotic stresses, transcriptome data combined with the RT-qPCR assay were employed to investigate the expression levels of  DoTPS genes in  D. officinale under cold (0 °C) or osmotic (mannitol) treatment. Results showed that  DoTPS genes exhibited distinct expression patterns under osmotic treatment, showing two trends, an upward trend and a downward trend ( Figure 7A). Half of the  DoTPS genes, including  DoTPS1,  -3,  -6,  -8,  -11,  -16,  -18,  -19,  -21,  -22,  -23,  -24,  -25,  -26,  -27,  -31, and  -32, were obviously suppressed (1.2–48.7-fold) by mannitol-induced osmotic stress. The other half of  DoTPS genes exhibited an increasing trend, but the highest expression level was either at 12 h ( DoTPS9,  -10,  -14, and  -28), 24 h ( DoTPS2,  -4,  -7,  -12,  -13,  -15,  -20,  -29, and  -30), or 48 h ( DoTPS5,  -17,  -33, and  -34) in response to mannitol treatment ( Figure 7A).","['DoTPS genes', 'transcriptome data', 'data combined', 'RT-qPCR assay', 'genes', 'DoTPS', 'genes exhibited', 'osmotic stresses', 'Figure', 'treatment']","[1.2–48.7-fold, DoTPS9, DoTPS2, DoTPS5]","['DoTPS', 'DoTPS', 'DoTPS', 'DoTPS', 'DoTPS1,', 'DoTPS', 'DoTPS9,', 'DoTPS2,', 'DoTPS5,']",[],NaN
453,"After cold acclimation (0 °C) for 20 h, 26  DoTPS genes were upregulated, more than the number of suppressed genes (8;  Figure 7B). Compared to the non-acclimated controls, the transcription levels of  DoTPS4,  -8,  -13,  -15,  -23,  -26, and  -33 were downregulated between 1.6- and 14.3-fold. In contrast, the expression levels of most other  DoTPS genes (27/34) were clearly upregulated between 1.9- and 103.1-fold, except for the tiny variation of  DoTPS20 and  DoTPS32. These results suggested that  DoTPS genes might be involved in cold and osmotic stress responses in  D. officinale.","['Figure', 'DoTPS genes', 'cold acclimation', 'suppressed genes', 'genes', 'DoTPS', 'acclimation', 'number', 'suppressed', 'levels']",[103.1-fold],"['DoTPS', 'DoTPS4,', 'DoTPS', 'DoTPS20', 'DoTPS32.', 'DoTPS']",[],NaN
454,"MeJA is a signaling molecule that promotes the formation of secondary metabolic products [ 26]. We determined the effect of MeJA at the level of transcription of  DoTPS genes in  D. officinale. MeJA treatment differentially regulated  DoTPS gene expression. Compared to the non-treated control,  DoTPS28,  -31, and  -32 were suppressed between 1.5- and 2.4-fold at 12 h after MeJA treatment. The suppressed genes returned to their control level at 48 h after MeJA treatment. In contrast, 31  DoTPS genes were upregulated between 1.2- and 45.1-fold, with the highest expression at 12 h (21/31), 24 h (8/31), or 48 h (2/31) after MeJA treatment ( Figure 8A), but others showed reduced gene expression. Terpenes are dominant floral volatiles of orchids, especially geraniol and linalool [ 7, 24]. Moreover, after treatment with MeJA, the amount of geraniol and linalool was significantly enhanced ( Figure 8B).  DoTPS genes were inducible by MeJA, which might be related to the  cis-acting elements present in their promoters, resulting in the increased formation of terpenes in  D. officinale.","['metabolic products', 'MeJA', 'signaling molecule', 'secondary metabolic', 'MeJA treatment', 'DoTPS genes', 'treatment', 'genes', 'DoTPS', 'Figure']",[45.1-fold],"['DoTPS', 'DoTPS', 'DoTPS28,', 'DoTPS', 'DoTPS']",[],NaN
455,"Since the majority of  DoTPS genes were highly expressed in floral organs ( Figure 6), we further investigated their spatial expression patterns at three floral developmental stages.  DoTPS6,  -7,  -9,  -11,  -16,  -18,  -21,  -22,  -23,  -26,  -28,  -30,  -31,  -32, and  -34 were mainly expressed in the floral budding stage.  DoTPS4,  -5,  -8,  -10,  -15,  -19,  -20, and  -25 were prominently expressed during the semi-flowering stage. The remaining genes ( DoTPS1,  -2,  -3,  -12,  -13,  -14,  -17,  -24,  -27,  -29, and  -33) displayed greatest expression levels at the full flowering stage ( Figure 9).  DoTPS genes responsible for floral fragrance showed significant differences among the three floral developmental stages. Notably, DoTPS10 had the highest level of transcription during the floral developmental stages ( Figure 9), suggesting that DoTPS10 may be responsible for the biosynthesis of geraniol or linalool. Further functional characterization of the  DoTPS10 gene could be helpful.","['developmental stages', 'Figure', 'floral developmental', 'floral', 'highly expressed', 'floral organs', 'stages', 'stage', 'spatial expression', 'expression patterns']",[DoTPS1],"['DoTPS', 'DoTPS6,', 'DoTPS4,', 'DoTPS1,', 'DoTPS', 'DoTPS10', 'DoTPS10', 'DoTPS10']",[],NaN
456,"DoTPS10 was assigned to the chloroplast with a 46 aa transit peptide. To validate the prediction, YFP-tagged DoTPS10 fusions were transiently expressed in  A. thaliana protoplasts. In vivo YFP fluorescence signals from DoTPS10 were observed in chloroplasts ( Figure 10A–D), which were consistent with a previous report of FhTPS1, FhTPS2, FhTPS4, and FhTPS5 in a  Freesia hybrid [ 21].","['transit peptide', 'peptide', 'Freesia hybrid', 'thaliana protoplasts', 'assigned', 'transit', 'vivo YFP', 'YFP fluorescence', 'Figure', 'transiently expressed']","[DoTPS10, YFP-tagged DoTPS10, YFP, DoTPS10, FhTPS2, FhTPS4]","['DoTPS10', 'DoTPS10', 'DoTPS10', 'FhTPS1,', 'FhTPS2,', 'FhTPS4,', 'FhTPS5']",[],NaN
457,"The predicted size of the LJ43 genome was approximately 3.32 Gb (Supplementary Figs.  1 and  2), making it larger than the assembled YK10 (2.90–3.10 Gb) 1 and SCZ (~2.98 Gb) 16 genomes. To enhance genome assembly, 196-Gb PacBio single molecule real-time (SMRT) long reads (Supplementary Table  1) were initially assembled using WTDBG 19 (version 1.2.8; Supplementary Note  1), which resulted in a 3.26-Gb assembled genome containing 37,600 contigs and covering approximately 98.19% of the whole genome. To further enhance the integrity of the assembled genome, contigs were scaffolded based on chromosome conformation capture sequencing (Hi–C) (Supplementary Table  1; Supplementary Figs.  3 and  4; Supplementary Note  1), and the final 3.26-Gb assembly was generated with a scaffold N50 value of 144 Mb. Of the 37,600 initially assembled contigs, 7,071 (~2.31 Gb, 70.9% of the original assembly) were subsequently anchored with orientation into 15 chromosomal linkage groups (Fig.  1b; Supplementary Fig.  5; Supplementary Tables  2 and  3).","['Supplementary Figs.', 'Supplementary Table', 'Supplementary Note', 'Supplementary', 'predicted size', 'assembled genome', 'assembled', 'SCZ', 'initially assembled', 'Figs.']","[LJ43, 2.90–3.10 , SCZ (~2.98 , SMRT, WTDBG 19, 37,600, Hi–C]",[],[],NaN
458,"To evaluate the quality of the assembled LJ43 genome, we estimated sequence accuracy at both the single-base and scaffold levels. The percentages of homogeneous single-nucleotide polymorphisms (SNPs) and homogeneous insertions-deletions (InDels) in the genome were 0.000224% and 0.000568%, respectively, thereby indicating a low error rate at the single-base level (Supplementary Table  4). The accuracy of the scaffolding was evaluated based on three strategies. First, 5879 (83.14%) of 7071 connections in the Hi–C scaffolds were confirmed with at least two 10× Genomics Chromium linked reads spanning the connections. Second, 5374 (76.00%) connections were confirmed by at least two BioNano Genomics (BNG) optical molecules, among which 4484 (63.41%) overlapped with the connections confirmed by the 10× Genomics Chromium linked reads. In total, 6769 (95.73%) connections in the scaffold generated using Hi–C could be confirmed by 10× Genomics Chromium linked reads or BNG optical molecules, indicating that the scaffold was accurate. Third, the collinearity of the tea genetic map 20 with 3483 single sequence repeat (SSR) markers and the LJ43 genome had a mean coefficient of determination ( R2) of 0.93, with maximum and minimum values of 0.98 and 0.84, respectively (Fig.  1c; Supplementary Table  3). In summary, at both the single-base and scaffold levels, the assembly accuracy of the LJ43 genome was high.","['Genomics Chromium', 'Chromium linked', 'Supplementary Table', 'scaffold levels', 'single-base level', 'linked reads', 'Genomics', 'connections', 'Chromium', 'single-base']","[LJ43, single-nucleotide, Hi–C, BioNano, Hi–C, LJ43, LJ43]",[],[],NaN
459,"For genome annotation, we annotated the repetitive sequences of the genome by combining de novo and homology-based prediction. We identified and masked 2.38 Gb (80.06%) of the LJ43 genome as repetitive sequences (Supplementary Table  5). Among the integrated results, 60.77% (1.98 Gb) of the sequences were long terminal repeat (LTR) retrotransposons (Supplementary Table  6), with LTR/Gypsy elements being the dominant class (49.85% of the whole genome, 1.63 Gb), followed by LTR/Copia elements (7.09%, 231.27 Mb). Comparisons with previously sequenced tea genomes indicated that the LTR/Gypsy and LTR/Copia repeats in the LJ43 genome were similar to those in the SCZ (Gypsy 46%, Copia 8%) 16 and YK10 (Gypsy 47%, Copia 8%) 1 genomes, whereas the LTR/Gypsy and LTR/Copia repeats in tea were expanded compared with those in kiwifruit ( Actinidia chinensis) (13.4%) 21, silver birch ( Betula pendula) (10.8%) 22, and durian ( Durio zibethinus) (29.4%) 23 but contracted compared with those in maize ( Zea mays) (74.20%) 24.","['Supplementary Table', 'LTR', 'homology-based prediction', 'Copia repeats', 'Gypsy', 'Copia', 'repetitive sequences', 'genome annotation', 'genome', 'Supplementary']","[LJ43, LJ43, YK10, silver birch ( Betula pendula, Zea mays)]",[],[],NaN
460,"LTR retrotransposons are the predominant repeat elements that tend to be poorly assembled in draft genomes 25, and it has been reported that the LTR assembly index (LAI), which approximates the ratio of intact LTRs to total LTRs, can be exploited to evaluate assembly continuity. Thus, we investigated the LTR composition of the LJ43 genome and compared it with the composition of the SCZ and YK10 genomes and found that the LAI of the LJ43, SCZ, and YK10 genomes was 11.78, 5.45, and 2.86, respectively, thereby indicating that a larger number of intact LTR retrotransposons had been assembled in the LJ43 genome. We subsequently used LTR-finder to detect intact LTR retrotransposons in the three tea genomes, aligned the 5ʹ and 3ʹ terminal repeats using MUSCLE (version 3.8.31), and calculated the Kimura two-parameter distance for each alignment using EMBOSS (version 6.4.0). To calculate the insertion time of each LTR, we used the equation Time = Ks/2μ (μ = 6.5E-9) 26. Unexpectedly, we found that the LTR of LJ43 had accumulated fewer point mutations and obtained calculated peaks of LTR insertion in LJ43, SCZ, and YK10 of 1, 9, and 9 million years ago (mya), respectively (Supplementary Fig.  6). To further investigate this seemingly anomalous pattern, we performed NGS read error correction during genome assembly. Comparison of the genome sequences corrected by PacBio reads and NGS reads revealed that 98.19% of the 5ʹ and 3ʹ terminal IR sequences were corrected by NGS reads of no more than three bases (Supplementary Fig.  6d). Moreover, error correction did not alter the Ks, which ranged from 0.013 (the peak of LJ43) to 0.117 (the peak of SCZ and YK10). Taken together, our analyses indicate that the assembled LJ43 genome is more complete than previously sequenced tea genomes, has a high LAI, and contains more recently derived LTRs, which results in contrasting estimates of LTR insertion time among LJ43, SCZ, and YK10.","['LTR retrotransposons', 'LTR', 'intact LTR', 'total LTRs', 'LTR insertion', 'Supplementary Fig.', 'SCZ', 'LTRs', 'LAI', 'LTR composition']","[LTRs, LJ43, YK10, LJ43, SCZ, YK10, LJ43, LTR-finder, 5ʹ, 3ʹ terminal repeats, μ , LJ43, LJ43, SCZ, 9, NGS, 5ʹ, 3ʹ terminal, LJ43, SCZ, YK10, LJ43, LTRs, LJ43, SCZ, YK10]",[],[],NaN
461,"To assist in gene prediction, we generated a total of 340 Gb of clean RNA-seq data from 19 samples of five tissue types (bud, leaf, flower, stem, and root) collected in each of the four seasons (with the exception of flowers during summer; Supplementary Table  7). A total of 33,556 protein-coding genes with an RNA-seq coverage ratio greater than 50% were annotated, with an average gene size of 10,816 bp (Supplementary Note  2; Supplementary Fig.  7) and a mean number of 5.3 exons per gene (Table  1). Subsequently, we assessed LJ43 genome annotation integrity using the BUSCO database 17 and found that 1215 (88.36%) annotations were complete, compared with the 1108 (80.58%) and 943 (68.58%) complete annotations obtained for the SCZ and YK10 genomes, respectively.","['Supplementary Table', 'Supplementary Note', 'Supplementary Fig.', 'tissue types', 'gene prediction', 'Supplementary', 'clean RNA-seq', 'RNA-seq data', 'Table', 'gene']","[33,556, LJ43, BUSCO, SCZ, YK10]",[],[],NaN
