,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'number']_match",terms
76,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8480108\eupmc_result.json,PMC8480108,," Objectives The patent linkage system upgraded patent challenges to an important factor in granting timely market approval for generic drugs. We aim to understand patent challenges and identify the factors that are associated with successful patent challengers under the patent linkage system in South Korea. Methods We constructed a novel dataset that combined information on manufacturers with detailed data about their patent challenges after introduction of the patent linkage system. Based on the number of successful patent challenges, manufacturers were categorized into non-challengers, passive challengers, and aggressive challengers. Then, two types of logistic models were applied to identify the factors associated with successful and aggressive challengers. Findings Only 39 active ingredients were challenged by 77 manufacturers from March 2015 to December 2019. Of 171 manufacturers, 94 (55 %) were non-challengers, 58 (34 %) were passive challengers who had succeeded in fewer than 4 patent challenges, and 19 (11 %) were aggressive challengers who had succeeded in 4 or more patent challenges. Higher sales, more employees, and a greater number of reimbursed drugs were associated with being a patent challenger, while a greater number of reimbursed drugs was associated with being an aggressive challenger. Conclusion Some manufacturers utilize patent challenges to strengthen their product portfolios in the market. However, under the patent linkage system, the frequency of patent challenges is limited in South Korea compared to the United States. In particular, patent challenges against drugs in injection form and biologics are very rare.","['South Korea', 'Free Trade Agreements', 'Prospecting', 'Patent Linkage', 'Patent Challenge']",[],[],NaN
77,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8480718\eupmc_result.json,PMC8480718,,"Background: There is a lack of epidemiological analysis of patients with cerebral infarction in northwest China. In the present investigation, we conducted a retrospective analysis to collect information on epidemiological characteristics of patients with cerebral infarction in five provinces of northwest China and the Shanxi Province of patients who were hospitalized in the Tangdu Hospital. This project should provide a scientific basis for active prevention and treatment of cerebral infarction. Material and methods: A retrospective analysis of patients with epidemic characteristics of cerebral infarction that were admitted to the Tangdu Hospital of northwest China from January 2009 to December 2018. Results: A total of 18,302 patients (aged 1-97 years) with confirmed cerebral infarction, including 12,201 males and 6,101 females, were retrospectively enrolled in this study. The most common lesion site was the cerebellum (51.5%). The incidence of cerebral infarction was slightly higher in workers and laborers, favoring male patients and those aged 40-70 years. The difference between men and women gradually increased after the age of 30. Conclusions: In this study, 18,302 hospitalized patients with cerebral infarction from different occupations were included. Those engaged in physical labor were more likely to have a cerebral infarction. The incidence of cerebral infarction in males was higher than in females. Cerebellar and cerebral area infarctions were the most common.","['Distribution', 'Cerebral infarction', 'Stroke', 'Cerebrovascular disease', 'epidemiology']",[],[],NaN
78,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8481110\eupmc_result.json,PMC8481110,," Background The highly contagious nature of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) places physicians in South Asia at high risk of contracting the infection. Accordingly, we conducted this study to provide an updated account of physician deaths in South Asia during the COVID-19 pandemic and to analyze and compare the different characteristics associated with physician mortality amongst the countries of the region. Methods We performed a cross-sectional study by using published news reports on the websites of news agencies from 9 selected countries in South Asia. Our study included only those physicians and doctors who died after contracting COVID-19 from their respective workplaces. All available data about the country of origin, type of, sex, age, medical or surgical specialty, and date of death were included. Results The total number of physician deaths reported due to COVID-19 in our study was 170, with half (87/170, 51%) of the deaths reported from Iran. Male physician deaths were reported to be 145 (145/170 = 85%). Internal Medicine (58.43%) was the most severely affected sub-specialty. The highest physician mortality rate in the general population recorded in Afghanistan (27/1000 deaths). General physicians from India [OR = 11.00(95% CI = 1.06-114.08), p = 0.045] and public sector medical practitioners from Pakistan [aOR = 4.52 (95% CI = 1.18-17.33), p = 0.028] were showing significant mortality when compared with other regions in multivariate logistic regression. Conclusion An increased number of physician deaths, owing to COVID-19, has been shown in South Asia. This could be due to decreased personal protective equipment and the poor health care management systems of the countries in the region to combat the pandemic. Future studies should provide detailed information of characteristics associated with physician mortalities along with the main complications arising due to the virus.",NaN,[],[],NaN
79,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8481155\eupmc_result.json,PMC8481155,,"Introduction Adolescents with type 1 diabetes (T1D) experience multiple symptoms of diabetes distress including fear of acute complications such as severe hypoglycemia which may lead to permanent brain damage or death. They also experience fear of acute hyperglycemia that can lead to diabetic ketoacidosis as well as chronic complication including diabetic nephropathy and retinopathy. No previous research was conducted in Saudi Arabia to assess diabetes distress among adolescents and youth with T1D. This study aimed to assess diabetes distress in adolescents and youth with T1D and its relation to clinical characteristics, glycemic control and diabetes co-morbidities. Methodology A cross-sectional study was conducted on 158 patients at King Abdulaziz University Hospital and Dr. Erfan and Bagedo General Hospital, Jeddah, Saudi Arabia. Data about participants’ characters, episodes of DKA, last HbA1c level, diabetes co-morbidities were collected. Diabetes distress (DD) was assessed by the Problem Areas in Diabetes (PAID) and Diabetes Distress Scale (DDS) scores. Results The prevalence of diabetes distress among our population of adolescents with T1D was 24.1%. The mean scores of PAID and DDS were 43.56 ± 13.84 and 2.22 ± 1.05, respectively. Patients with suboptimal HbA1c had significantly higher mean PAID and DDS scores. There is also a significant positive correlation between HbA1c level and number of ketoacidosis episodes. A highly significant positive correlation was found between PAID and DDS scores. Conclusion This study found that participants with uncontrolled HbA1c had significantly higher mean PAID and DDS scores with a significant positive correlation between the last HbA1c measured level and number of ketoacidosis attacks and PAID and DDS scores. Future studies on larger samples are needed to implement interventions to minimize the burden of diabetes distress among adolescents with T1D.","['Glycemic control', 'Adolescents', 'Distress', 'Hba1c', 'Saudi', 'Type 1 Diabetes (T1d)', 'Dds', 'Paid']",[],[],NaN
80,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8481464\eupmc_result.json,PMC8481464,"Ethical approval and consent Study participants in the prospective enrolment provided written informed consent and were at liberty to withdraw from the study without consequence to their regular TB care. Approval to conduct the study was obtained from The AIDS Support Organisation (TASO) research and ethics committee (Ref No. TASOREC/044/18-UG-REC-009), Uganda National Council for Science and Technology (Ref No. HS254ES), Mount Kenya University Ethics Review Committee (Ref No. MKU/ERC/0717) and Kenya national commission for science, technology and innovation (Ref No: NACOSTI/P/19/87064/27284). Waiver of consent for retrospective data was provided by TASO research and ethics committee and Mount Kenya University Ethics Review Committee. All methods and experiments were conducted according to the Declaration of Helsinki.","The study aim was to determine the association of a one United States dollar (USD) dollar incentive and tuberculosis (TB) treatment outcomes among people with TB receiving treatment at a rural hospital in Uganda under programmatic settings. We conducted a quasi-experiment in which people with TB were randomised (1:1 ratio) to receive either a one USD incentive at months 0, 2, 5 and 6 (Dollar arm) or routine care (Routine arm). A second control group (Retrospective controls) consisted of participants who had a treatment outcome in the preceding 6 months. Treatment outcomes were compared between the intervention and control groups using Pearson's chi-square and Fisher's exact tests. The association between the incentive and treatment outcomes was determined using Poisson regression analysis with robust variances. Between November 2018 and October 2019, we enrolled 180 participants (60 in the Dollar arm and 120 in the Control group). TB cure (33.3% vs. 20.8%, p = 0.068) and treatment success (70.0% vs. 59.2% p = 0.156) were higher in the Dollar arm than the Control group, while loss-to-follow-up was lower in the Dollar arm (10.0% vs. 20.8% p = 0.070). Participants in the Dollar arm were more likely to be cured (adjusted incidence rate ratio (aIRR): 1.59, 95% CI 1.04-2.44, p = 0.032) and less likely to be lost to follow-up (aIRR: 0.44, 95% CI 0.20-0.96, p = 0.040). A one-dollar incentive was associated with higher TB cure and lower loss-to-follow-up among people with TB in rural Uganda.",NaN,"['Kenya University', 'University Ethics', 'Ethics Review', 'Mount Kenya', 'Review Committee', 'ethics committee', 'Ref', 'prospective enrolment', 'written informed', 'Study participants']",[],NaN
81,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8482622\eupmc_result.json,PMC8482622,"Ethics considerations The study was approved by the University of Georgia Institutional Review Board, the Higher Degrees Research and Ethics Committee at Makerere University School of Public Health, and approved by the Uganda National Council for Science and Technology. Written informed consent was obtained for all adult participants (18 years and older); for participants aged 12–17, written consent was obtained by the participant’s parent or guardian and written assent from the participant; for minors (< 12 years), written consent was obtained by the participant’s parent or guardian."," Background Globally, tuberculosis disease (TB) is more common among males than females. Recent research proposes that differences in social mixing by sex could alter infection patterns in TB. We examine evidence for two mechanisms by which social-mixing could increase men's contact rates with TB cases. First, men could be positioned in social networks such that they contact more people or social groups. Second, preferential mixing by sex could prime men to have more exposure to TB cases. Methods We compared the networks of male and female TB cases and healthy matched controls living in Kampala, Uganda. Specifically, we estimated their positions in social networks (network distance to TB cases, degree, betweenness, and closeness) and assortativity patterns (mixing with adult men, women, and children inside and outside the household). Results The observed network consisted of 11,840 individuals. There were few differences in estimates of node position by sex. We found distinct mixing patterns by sex and TB disease status including that TB cases have proportionally more adult male contacts and fewer contacts with children. Conclusions This analysis used a network approach to study how social mixing patterns are associated with TB disease. Understanding these mechanisms may have implications for designing targeted intervention strategies in high-burden populations.","['Tuberculosis', 'Social Network', 'Contact Patterns', 'Male-bias']","['Review Board', 'Public Health', 'Georgia Institutional', 'Institutional Review', 'Higher Degrees', 'Degrees Research', 'Uganda National', 'National Council', 'Makerere University', 'University School']",[],NaN
82,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8485101\eupmc_result.json,PMC8485101,,NaN,NaN,[],[],NaN
83,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8487329\eupmc_result.json,PMC8487329,,"The role of radiation therapy (RT) varies across hematologic malignancies (HM). Radiation oncology (RO) resident comfort with specific aspects of HM patient management is unknown. The International Lymphoma RO Group (ILROG) assessed resident HM training opportunities and interest in an HM away elective. RO residents (PGY2-5) in the Association of Residents in RO (ARRO) database (n = 572) were emailed an anonymous, web-based survey in January 2019 including binary, Likert-type scale (1 = not at all, 5 = extremely, reported as median [interquartile range]), and multiple-choice questions. Of 134 resident respondents (23%), 86 (64%) were PGY4/5 residents and 36 (27%) were in larger programs (≥ 13 residents). Residents reported having specialized HM faculty (112, 84%) and a dedicated HM rotation (95, 71%). Residents reported ""moderate"" preparedness to advocate for RT in multidisciplinary conferences (3 [2-3]); make HM-related clinical decisions (3 [2-4]); and critique treatment planning (3 [2-4]). They reported feeling ""moderately"" to ""quite"" prepared to contour HM cases (3.5 [3-4]) and ""quite"" prepared to utilize the PET-CT five-point scale (4 [3-5]). Overall, residents reported feeling ""moderately"" prepared to treat HM patients (3 [2-3]); 24 residents (23%) felt ""quite"" or ""extremely"" prepared. Sixty-six residents (49%) were potentially interested in an HM away elective, commonly to increase comfort with treating HM patients (65%). Therefore, HM training is an important component of RO residency, yet a minority of surveyed trainees felt quite or extremely well prepared to treat HM patients. Programs should explore alternative and additional educational opportunities to increase resident comfort with treating HM patients.","['Residency Training', 'Hematologic Malignancies', 'Radiation Oncology']",[],[],NaN
84,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8487486\eupmc_result.json,PMC8487486,," Objective The objective of this study was to employ ensemble clustering and tree-based risk model approaches to identify interactions between clinicogenomic features for colorectal cancer using the 100,000 Genomes Project. Results Among the 2211 patients with colorectal cancer (mean age of diagnosis: 67.7; 59.7% male), 16.3%, 36.3%, 39.0% and 8.4% had stage 1, 2, 3 and 4 cancers, respectively. Almost every patient had surgery (99.7%), 47.4% had chemotherapy, 7.6% had radiotherapy and 1.4% had immunotherapy. On average, tumour mutational burden (TMB) was 18 mutations/Mb and 34.4%, 31.3% and 25.7% of patients had structural or copy number mutations in KRAS, BRAF and NRAS, respectively. In the fully adjusted Cox model, patients with advanced cancer [stage 3 hazard ratio (HR)  =  3.2; p  <  0.001; stage 4 HR  =  10.2; p  <  0.001] and those who had immunotherapy (HR  =  1.8; p  <  0.04) or radiotherapy (HR  =  1.5; p  <  0.02) treatment had a higher risk of dying. The ensemble clustering approach generated four distinct clusters where patients in cluster 2 had the best survival outcomes (1-year: 98.7%; 2-year: 96.7%; 3-year: 93.0%) while patients in cluster 3 (1-year: 87.9; 2-year: 70.0%; 3-year: 53.1%) had the worst outcomes. Kaplan-Meier analysis and log rank test revealed that the clusters were separated into distinct prognostic groups (p  <  0.0001). Survival tree or recursive partitioning analyses were performed to further explore risk groups within each cluster. Among patients in cluster 2, for example, interactions between cancer stage, grade, radiotherapy, TMB, BRAF mutation status were identified. Patients with stage 4 cancer and TMB  ≥  1.6 mutations/Mb had 4 times higher risk of dying relative to the baseline hazard in that cluster.",NaN,[],[],NaN
85,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8488504\eupmc_result.json,PMC8488504,,"This prospective observational study quantified screen media use within the night-time pre-sleep period in a pediatric intensive care unit and postulated possible implications. Seventy-five patients between the ages of newborn to 19 years old were observed 5 evenings per week for 3 weeks. Trained observers documented the patient's screen use, type of screen used, screen engagement, sleep state, light level, and parental presence. Patients in the ICU had on average 65 minutes of screen media use, per evening. The total screen media use averaged 59 minutes for the 0 to18-month age group; 83 minutes for the 18 to 24-month age group; 66 minutes for 2 to 6 year olds; 72 minutes for 6 to 13 year olds; and 74 minutes for those above 13. This research demonstrates that children are engaging in more screen time during the night hours than is recommended by the AAP.","['Sleep', 'Intensive care units', 'Pediatrics', 'Critical Care', 'Hospital', 'Screen Time']",[],[],NaN
86,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8489171\eupmc_result.json,PMC8489171,,"A strong link between schizophrenia and a higher mortality rate from SARS-CoV-2 infections has been reported for schizophrenia patients, with a mortality odds ratio (OR) of 2.67 compared to normal patients, after adjustment of the OR for age, sex, race and extra risk factors. In addition, an extensive number of papers have reported a very strong link between schizophrenia and Toxoplasma gondii infections. A meta-analysis of 38 studies of links between schizophrenia and T. gondii antibody seroprevalence resulting from previous infections indicated that the likelihood of T. gondii infection in schizophrenia patients was 2.7 times higher than the general population. In other words, the meta-analysis indicated that schizophrenia patients had an odds ratio of 2.7 of T. gondii infection compared to the general population. This indicates that compared to the general population, schizophrenia patients have virtually the same odds ratio for having a T. gondii infection and for mortality from a COVID-19 infection. This suggests that T. gondii infections, directly or indirectly, have a relationship with higher mortality in COVID-19 patients having schizophrenia. This conclusion would also apply to the general population.","['Protozoa', 'Protozoan Infections', 'Latent Infections', 'Brain Infections', 'Covid-19 Mortality']",[],[],NaN
87,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8491764\eupmc_result.json,PMC8491764,," Background Early neurorehabilitation improves outcomes in patients with disorders of consciousness (DoC) after brain injury, but its applicability in COVID-19 is unknown. We describe our experience implementing an early neurorehabilitation protocol for patients with COVID-19-associated DoC in the intensive care unit (ICU) and evaluate factors associated with recovery. Methods During the initial COVID-19 surge in New York City between March 10 and May 20, 2020, faced with a disproportionately high number of ICU patients with prolonged unresponsiveness, we developed and implemented an early neurorehabilitation protocol, applying standard practices from brain injury rehabilitation care to the ICU setting. Twenty-one patients with delayed recovery of consciousness after severe COVID-19 participated in a pilot early neurorehabilitation program that included serial Coma Recovery Scale-Revised (CRS-R) assessments, multimodal treatment, and access to clinicians specializing in brain injury medicine. We retrospectively compared clinical features of patients who did and did not recover to the minimally conscious state (MCS) or better, defined as a CRS-R total score (TS) ≥ 8, before discharge. We additionally examined factors associated with best CRS-R TS, last CRS-R TS, hospital length of stay, and time on mechanical ventilation. Results Patients underwent CRS-R assessments a median of six (interquartile range [IQR] 3-10) times before discharge, beginning a median of 48 days (IQR 40-55) from admission. Twelve (57%) patients recovered to MCS after a median of 8 days (IQR 2-14) off continuous sedation; they had lower body mass index (p = 0.009), lower peak serum C-reactive protein levels (p = 0.023), higher minimum arterial partial pressure of oxygen (p = 0.028), and earlier fentanyl discontinuation (p = 0.018). CRS-R scores fluctuated over time, and the best CRS-R TS was significantly higher than the last CRS-R TS (median 8 [IQR 5-23] vs. 5 [IQR 3-18], p = 0.002). Earlier fentanyl (p = 0.001) and neuromuscular blockade (p = 0.015) discontinuation correlated with a higher last CRS-R TS. Conclusions More than half of our cohort of patients with prolonged unresponsiveness following severe COVID-19 recovered to MCS or better before hospital discharge, achieving a clinical benchmark known to have relatively favorable long-term prognostic implications in DoC of other etiologies. Hypoxia, systemic inflammation, sedation, and neuromuscular blockade may impact diagnostic assessment and prognosis, and fluctuations in level of consciousness make serial assessments essential. Early neurorehabilitation of these patients in the ICU can be accomplished but is associated with unique challenges. Further research should evaluate factors associated with longer-term neurologic recovery and benefits of early rehabilitation in patients with severe COVID-19.","['Coma', 'Unconsciousness', 'Covid-19', 'Sars-cov-2', 'Early Neurological Rehabilitation']",[],[],NaN
88,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8492730\eupmc_result.json,PMC8492730,,"The aim of this study was to measure macular perfusion in patients with type 1 diabetes and no signs of diabetic retinopathy (DR) using volume rendered three-dimensional (3D) optical coherence tomography angiography (OCTA). We collected data from 35 patients with diabetes and no DR who had OCTA obtained. An additional control group of 35 eyes from 35 healthy subjects was included for comparison. OCTA volume data were processed with a previously presented algorithm in order to obtain the 3D vascular volume and 3D perfusion density. In order to weigh the contribution of different plexuses' impairment to volume rendered vascular perfusion, OCTA en face images were binarized in order to obtain two-dimensional (2D) perfusion density metrics. Mean ± SD age was 27.2 ± 10.2 years [range 19-64 years] in the diabetic group and 31.0 ± 11.4 years [range 19-61 years] in the control group (p = 0.145). The 3D vascular volume was 0.27 ± 0.05 mm 3  in the diabetic group and 0.29 ± 0.04 mm 3  in the control group (p = 0.020). The 3D perfusion density was 9.3 ± 1.6% and 10.3 ± 1.6% in diabetic patients and controls, respectively (p = 0.005). Using a 2D visualization, the perfusion density was lower in diabetic patients, but only at the deep vascular complex (DVC) level (38.9 ± 3.7% in diabetes and 41.0 ± 3.1% in controls, p = 0.001), while no differences were detected at the superficial capillary plexus (SCP) level (34.4 ± 3.1% and 34.3 ± 3.8% in the diabetic and healthy subjects, respectively, p = 0.899). In conclusion, eyes without signs of DR of patients with diabetes have a reduced volume rendered macular perfusion compared to control healthy eyes.",NaN,[],[],NaN
89,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8492806\eupmc_result.json,PMC8492806,,"To gain insight into changes of scholarly journals' recommendations, we conducted a systematic review of studies that analysed journals' Instructions to Authors (ItAs). We summarised results of 153 studies, and meta-analysed how often ItAs addressed: 1) authorship, 2) conflicts of interest, 3) data sharing, 4) ethics approval, 5) funding disclosure, and 6) International Committee of Medical Journal Editors' Uniform Requirements for Manuscripts. For each topic we found large between-study heterogeneity. Here, we show six factors that explained most of that heterogeneity: 1) time (addressing of topics generally increased over time), 2) country (large differences found between countries), 3) database indexation (large differences found between databases), 4) impact factor (topics were more often addressed in highest than in lowest impact factor journals), 5) discipline (topics were more often addressed in Health Sciences than in other disciplines), and 6) sub-discipline (topics were more often addressed in general than in sub-disciplinary journals).",NaN,[],[],NaN
90,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8493538\eupmc_result.json,PMC8493538,," Objective The mechanisms underlying the onset and progression of peri-implantitis are similar to those of periodontitis, and the causative bacteria are believed to similar. Previous studies support an association between peri-implantitis and periodontal pathogen. Thus, we investigated the bacterial flora of peri-implantitis patients in comparison to those of healthy implant and periodontitis patients. Materials and methods In total, 70 patients visiting Tokyo Dental College Chiba Hospital were divided into four groups: healthy, periodontitis, healthy implant, and peri-implantitis. For each group, the following five periodontal pathogens were detected using real-time polymerase chain reaction: Porphyromonas gingivalis, Aggregatibacter actinomycetemcomitans, Tannerella forsythia, Treponema denticola, and Prevotella intermedia. Results The average copy number of total bacteria was significantly higher in the periodontitis group than in the other groups. P. gingivalis was detected in the periodontitis and peri-implantitis groups at levels as high as 18.92% and 12.29%, respectively, and P. intermedia was found in the peri-implantitis group at a rate of 2.06%. Nevertheless, periodontal pathogens were generally detected at lower levels in the peri-implantitis group than in the periodontitis group. Conclusion We found lower bacterial counts in the peri-implantitis group relative to the periodontitis group. Our results suggest that the peri-implant tissue is less resistant to bacteria, so even a small number of bacteria can be a risk factor for peri-implantitis and the causative agent of peri-implantitis can be bacteria other than periodontal pathogen.","['Microbiology', 'Diagnosis', 'Clinical research', 'Peri-implantitis']",[],[],NaN
91,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8493680\eupmc_result.json,PMC8493680,"Ethics approval Ethics approval was obtained (no. 2013/5249/I) from the Clinical Research Ethical Committee in Parc de Salut Mar, Barcelona, Spain."," Background There is evidence to suggest that long term exposure to air pollution could be associated with decreased levels of fertility, although there is controversy as to how short term exposure may compromise fertility in IVF patients and what windows of exposure during the IVF process patients could be most vulnerable. Methods This prospective cohort study aimed to evaluate the impact of acute exposure that air pollution have on reproductive outcomes in different moments of the IVF process. Women undergoing IVF living in Barcelona were recruited. Individual air pollution exposures were modelled at their home address 15 and 3 days before embryo transfer (15D and 3D, respectively), the same day of transfer (D0), and 7 days after (D7). The pollutants modelled were: PM 2.5  [particulate matter (PM) ≤2.5 μm], PM coarse  (PM between 2.5 and 10μm), PM 10  (PM≤10 μm), PM 2.5  abs, and NO 2  and NOx. Outcomes were analyzed using multi-level regression models, with adjustment for co-pollutants and confouding factors. Two sensitivity analyses were performed. First, the model was adjusted for subacute exposure (received 15 days before ET). The second analysis was based on the first transfer performed on each patient aiming to exclude patients who failed previous transfers. Results One hundred ninety-four women were recruited, contributing with data for 486 embryo transfers. Acute and subacute exposure to PMs showed a tendency in increasing miscarriage rate and reducing clinical pregnancy rate, although results were not statistically significant. The first sensitivity analysis, showed a significant risk of miscarriage for PM 2.5  exposure on 3D after adjusting for subacute exposure, and an increased risk of achieving no pregnancy for PM 2.5 , PM coarse  and PM 10  on 3D. The second sensitivity analysis showed a significant risk of miscarriage for PM 2.5  exposure on 3D, and a significant risk of achieving no pregnancy for PM2.5, PM coarse  and PM10 particularly on 3D. No association was observed for nitrogen dioxides on reproductive outcomes. Conclusions Exposure to particulate matter has a negative impact on reproductive outcomes in IVF patients. Subacute exposure seems to increase the harmful effect of the acute exposure on miscarriage and pregnancy rates. Nitrogen dioxides do not modify significantly the reproductive success.","['Pregnancy', 'Fertility', 'Nitrogen dioxide', 'particulate matter', 'Miscarriage', 'Pm10', 'Pm2.5', 'No2', 'Acute Exposure']","['Salut Mar', 'Clinical Research', 'Research Ethical', 'Ethical Committee', 'Ethics approval', 'approval Ethics', 'Barcelona', 'Spain', 'Mar', 'Ethics']",['2013/5249/I)'],NaN
92,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8495436\eupmc_result.json,PMC8495436,," Background The COVID-19 pandemic poses serious threats to global health, and the emerging mutation in SARS-CoV-2 genomes, e.g., the D614G substitution, is one of the major challenges of disease control. Characterizing the role of the mutation activities is of importance to understand how the evolution of pathogen shapes the epidemiological outcomes at population scale. Methods We developed a statistical framework to reconstruct variant-specific reproduction numbers and estimate transmission advantage associated with the mutation activities marked by single substitution empirically. Using likelihood-based approach, the model is exemplified with the COVID-19 surveillance data from January 1 to June 30, 2020 in California, USA. We explore the potential of this framework to generate early warning signals for detecting transmission advantage on a real-time basis. Results The modelling framework in this study links together the mutation activity at molecular scale and COVID-19 transmissibility at population scale. We find a significant transmission advantage of COVID-19 associated with the D614G substitution, which increases the infectivity by 54% (95%CI: 36, 72). For the early alarming potentials, the analytical framework is demonstrated to detect this transmission advantage, before the mutation reaches dominance, on a real-time basis. Conclusions We reported an evidence of transmission advantage associated with D614G substitution, and highlighted the real-time estimating potentials of modelling framework.","['Mutation', 'Real-time Estimation', 'Statistical Modelling', 'Transmission Advantage', 'Covid-19']",[],[],NaN
93,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8495442\eupmc_result.json,PMC8495442,," Background Restrictions introduced in response to the COVID-19 pandemic led to increased risk of deconditioning in the general population. No empirical evidence of this effect however has been gathered in people living with dementia. This study aims to identify the causes and effects of COVID-19-related deconditioning in people living with dementia. Methods This is a longitudinal phenomenological qualitative study. Participants living with dementia, their caregivers and therapists involved in the Promoting Activity, Independence and Stability in Early Dementia (PrAISED) process evaluation during the COVID-19 pandemic were qualitatively interviewed at two time points: the baseline 2 months after the national lockdown was imposed in England (i.e., May 2020), the follow up 2 months after the first set (i.e. July 2020). The data were analysed through deductive thematic analysis. Results Twenty-four participants living with dementia, 19 caregivers and 15 therapists took part in the study. Two themes were identified: Causes of deconditioning in people living with dementia during the COVID-19 pandemic and effects of deconditioning in people living with dementia during the COVID-19 pandemic. A self-reinforcing pattern was common, whereby lockdown made the person apathetic, demotivated, socially disengaged, and frailer. This reduced activity levels, which in turn reinforced the effects of deconditioning over time. Without external supporters, most participants lacked the motivation / cognitive abilities to keep active. Provided the proper infrastructure and support, some participants could use tele-rehabilitation to combat deconditioning. Conclusion The added risks and effects of deconditioning on people with dementia require considerable efforts from policy makers and clinicians to ensure that they initiate and maintain physical activity in prolonged periods of social distancing. Delivering rehabilitation in the same way as before the pandemic might not be feasible or sustainable and innovative approaches must be found. Digital support for this population has shown promising results but remains a challenge. Trial registration The PrAISED trial and process evaluation have received ethical approval number 18/YH/0059 from the Bradford/Leeds Ethics Committee. The ISRCTN Registration Number for PrAISED is  15320670 .","['Exercise', 'Dementia', 'Physical Activity', 'Deconditioning', 'Covid-19']",[],[],NaN
94,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8496164\eupmc_result.json,PMC8496164,Ethical approval Ethical approval was not needed for writing a case report in our settings.," Introduction and importance Quintuplets conceived spontaneously are a rare occurrence. As compared with singleton pregnancies, quintuplets are associated with high rates of obstetric complications and significant prenatal morbidity and mortality. To our knowledge, here we reported the first case of spontaneous quintuplet pregnancy faced by a practicing clinician in an underdeveloped country (Somalia) with a Successful outcome. Case presentation A 32-year-old woman presented in her third trimester of gestation at 30 weeks feeling pain and uterine contractions. Clinical findings and investigations Ultrasound examination showed multiple pregnancies with four alive intrauterine pregnancies, but quintuplets could not be ruled out. Fetal heart activities were present, and the amniotic fluid was normal in amount. Interventions and outcome Extensive preparations made included four sets of ventilators. We did an emergency cesarean section under spinal anesthesia: five alive infants, three boys and two girls delivered in cephalic and breech presentations. Conclusions Quintuplet pregnancy is rare but poses relevant clinical problems to both the obstetrician and the neonatologist. Relevance and impact The takeaway lesson from this case would be that Pregnancy with multiples is considered a high-risk pregnancy; with more complications observed as the number of fetuses increases, their effective follow-up requires early diagnosis with regular monitoring. Through this case, we would like to highlight the urgent need to focus on the delivery of women's health care services in Somalia, along with the need to recognize the importance of receiving antenatal care in the community so that the burden of thousands of lives that are lost each year could be reduced. This case report has been reported according to the SCARE Criteria (Agha et al., 2020).","['Cesarean section', 'Postpartum', 'Quintuplets', 'Antenatal Care', 'Case Report']","['Ethical approval', 'approval Ethical', 'case report', 'Ethical', 'approval', 'settings', 'needed', 'writing', 'case', 'report']",[],NaN
95,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number\PMC8500726\eupmc_result.json,PMC8500726,,"People in the UK are trying to source a parasite drug to use as an unproven treatment for covid-19, reveals Chris Stokel-Walker",NaN,[],[],NaN
