,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'No.', 'number']_match"
240,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8485523\eupmc_result.json,PMC8485523,," Background With the identification of new targetable drivers and the recent emergence of novel targeted drugs, using comprehensive genomic profiling in lieu of the routine testing for classic drivers in the clinical care for advanced NSCLC has been increasingly advocated. However, the key assumption justifying this practice, that comprehensive genomic profiling could lead to effective anticancer therapies and improve patient outcomes, remains unproved. Methods Comprehensive genomic profiling was prospectively applied in 1564 advanced NSCLC patients to identify potentially actionable genomic alterations. Patients were assigned to genotype-matched targeted therapies or nonmatched therapies based on the profiling results. Its utility in directing treatments was determined by the proportion of patients receiving genotype-matched targeted therapies and the proportion of patients being enrolled into genotype-matched clinical trials. Its impacts on patient outcomes were assessed by comparing progression-free survival (PFS) and overall survival (OS) between patients who received a genotype-matched and nonmatched therapy. Results From October 2016 to October 2019, tumor genomic profiles were established in 1166 patients, leading to a matched targeted therapy in 37.7% (n = 440) and a genotype-matched trial enrollment in 20.9% of patients (n = 244). Potentially actionable alterations were detected in 781 patients (67.0%). For these patients, a genomic profiling-directed matched therapy significantly improved PFS (9.0 months vs 4.9 months, P  Conclusions Comprehensive genomic profiling is of clinical utility in assisting treatment selection, facilitating clinical trial enrollment, and improving patient outcomes in advanced NSCLC. However, for patients carrying alterations without standard-of-care targeted drugs, the interpretation of genomic profiling results should be careful given the low likelihood of benefit from the investigational or off-label use of targeted therapies in this population in the current treatment landscape. Trial registration ChiCTR1900027582 (retrospectively registered on 19 November 2019).","['Non-small cell lung cancer', 'Precision Oncology', 'Comprehensive Genomic Profiling', 'Biomarker-selected Trials', 'Genotype-matched Therapies']",[],[]
241,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8485560\eupmc_result.json,PMC8485560,," Background For more than a decade, direct oral anticoagulants (DOACs) have been approved in clinical practice for multiple indications such as stroke prevention in non-valvular atrial fibrillation treatment of deep vein thrombosis and pulmonary embolism. This study aimed to explore the nature and contributory factors related to medication errors associated with DOACs in hospital settings. Methods Analysis of error reports using data from (a) Saudi Food and Drug Authority pharmacovigilance database and (b) local incidents reporting system from two tertiary care hospitals were included. Errors reported between January 2010 to December 2020 were also included. Statistical analyses were performed using IBM (SPSS) Statistics Version 24.0 software. Results A total of 199 medication error incidents were included. The mean (range) age of affected patients was 63.5 (19-96) years. The mean reported duration of treatment when incidents happened was 90 days, with a very wide range from one day to 12 months. Prescribing error was the most common error type representing 81.4% of all errors. Apixaban was the most frequent drug associated with error reporting with 134 (67.3%) incidents, followed by rivaroxaban (18.6%) and dabigatran (14.1%). The majority of the patients (n = 188, 94.5%) showed comorbidities in addition to the conditions related to DOACs. Polypharmacy, an indication of treatment and duration of therapy were amongst the important contributory factors associated with errors. Conclusions This observational study demonstrates the nature of DOAC related medication errors in clinical practice. Developing risk prevention and reduction strategies using the expertise of clinical pharmacists are imperative in promoting patient safety associated with DOAC use.","['Medication Errors', 'Prescribing Errors', 'Direct-acting Anticoagulants (Doacs)']",[],[]
242,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8485561\eupmc_result.json,PMC8485561,," Background Japan has the largest population of older adults in the world; it is only growing as life expectancy increases worldwide. As such, solutions to potential obstacles must be studied to maintain healthy, productive lives for older adults. In 2011, the Japanese government has started a policy to increase ""Elderly Housing with Care Services (EHCS)"", which is one of a private rental housing, as a place where safe and secure end-of-life care can be provided. The government expect for them to provide end-of-life care by collaborating with the Home-Visit Nursing Agencies (HVNA). The purpose of this study is to clarify the situation of the end-of-life care provision in EHCS in collaboration with HVNA and to examine the factors that associate with the provision of the end-of-life care in EHCS. Methods A two-stage nationwide survey (fax and mail surveys) were conducted. Of the 5,172 HVNA of the National Association for Visiting Nurse Services members, members from 359 agencies visited EHCS. Logistic regression analysis was conducted with the provision of end-of-life care to EHCS in 2017 as the dependent variable, and the following as independent variables: characteristics of HVNA and EHCS; characteristics of residents; collaborations between HVNA and EHCS; and the reasons for starting home-visit nursing. Results Of the 342 HVNA who responded to the collaborations with EHCS, 21.6% provided end-of-life care. The following factors were significantly associated with the provision of end-of-life care to inmates in elderly care facilities: being affiliated with a HVNA, admitting many residents using long-term care insurance, collaborating with each other for more than three years, and started visiting-nurse services after being requested by a resident's physician. Conclusions This study clarified the situation of the provision of end-of-life care in EHCS in collaboration with HVNA and the related factors that help in providing end-of-life care in EHCS.","['Older People', 'End-of-life Care', 'Collaboration', 'Care Facilities', 'Home-visit Nursing']",[],[]
243,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8485591\eupmc_result.json,PMC8485591,"ETHICS STATEMENT National Health Service (NHS) research ethics approval was granted for the use of UK CF Registry data (Huntingdon Research Ethics Committee 07/Q0104/2) and under these terms, the UK CF Trust Steering Committee approved this study."," Rationale and aims Lung health of people with cystic fibrosis (PwCF) can be preserved by daily use of inhaled therapy. Adherence to inhaled therapy, therefore, provides an important process measure to understand the success of care and can be used as a quality indicator. Defining adherence is problematic, however, since the number of prescribed treatments varies considerably between PwCF. The problem is less pronounced among those with  Pseudomonas aeruginosa  (PA), for whom at least three daily doses of nebulized therapy should be prescribed and who thus constitute a more homogeneous group. The UK CF Registry provides routine data on PA status, but data are only available 12 months after collection. In this study, we aim to prospectively identify contemporary PA status from historic registry data. Method UK CF Registry data from 2011 to 2015 for PwCF aged ≥16 was used to determine a pragmatic prediction rule for identifying contemporary PA status using historic registry data. Accuracy of three different prediction rules was assessed using the positive predictive value (PPV). The number and proportion of adults predicted to have PA infection were determined overall and per center for the selected prediction rule. Known characteristics linked to PA status were explored to ensure the robustness of the prediction rule. Results Having CF Registry defined chronic PA status in the two previous years is the selected definition to predict a patient will have PA infection within the current year (population-level PPV = 96%-97%, centre level PPV = 85%-100%). This approach provides a subset of data between 1852 and 1872 patients overall and a range of 8 to 279 patients per center. Conclusion Historic registry data can be used to contemporaneously identify a subgroup of patients with chronic PA. Since this patient group has a narrower treatment schedule, this can facilitate a better benchmarking of adherence across centers.","['Adherence', 'Process', 'Quality improvement', 'Cystic Fibrosis', 'Outcome']","['Health Service', 'Huntingdon Research', 'STATEMENT National', 'National Health', 'Trust Steering', 'research ethics', 'Steering Committee', 'Registry data', 'ETHICS STATEMENT', 'Ethics Committee']",[]
244,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8487329\eupmc_result.json,PMC8487329,,"The role of radiation therapy (RT) varies across hematologic malignancies (HM). Radiation oncology (RO) resident comfort with specific aspects of HM patient management is unknown. The International Lymphoma RO Group (ILROG) assessed resident HM training opportunities and interest in an HM away elective. RO residents (PGY2-5) in the Association of Residents in RO (ARRO) database (n = 572) were emailed an anonymous, web-based survey in January 2019 including binary, Likert-type scale (1 = not at all, 5 = extremely, reported as median [interquartile range]), and multiple-choice questions. Of 134 resident respondents (23%), 86 (64%) were PGY4/5 residents and 36 (27%) were in larger programs (≥ 13 residents). Residents reported having specialized HM faculty (112, 84%) and a dedicated HM rotation (95, 71%). Residents reported ""moderate"" preparedness to advocate for RT in multidisciplinary conferences (3 [2-3]); make HM-related clinical decisions (3 [2-4]); and critique treatment planning (3 [2-4]). They reported feeling ""moderately"" to ""quite"" prepared to contour HM cases (3.5 [3-4]) and ""quite"" prepared to utilize the PET-CT five-point scale (4 [3-5]). Overall, residents reported feeling ""moderately"" prepared to treat HM patients (3 [2-3]); 24 residents (23%) felt ""quite"" or ""extremely"" prepared. Sixty-six residents (49%) were potentially interested in an HM away elective, commonly to increase comfort with treating HM patients (65%). Therefore, HM training is an important component of RO residency, yet a minority of surveyed trainees felt quite or extremely well prepared to treat HM patients. Programs should explore alternative and additional educational opportunities to increase resident comfort with treating HM patients.","['Residency Training', 'Hematologic Malignancies', 'Radiation Oncology']",[],[]
245,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8487486\eupmc_result.json,PMC8487486,," Objective The objective of this study was to employ ensemble clustering and tree-based risk model approaches to identify interactions between clinicogenomic features for colorectal cancer using the 100,000 Genomes Project. Results Among the 2211 patients with colorectal cancer (mean age of diagnosis: 67.7; 59.7% male), 16.3%, 36.3%, 39.0% and 8.4% had stage 1, 2, 3 and 4 cancers, respectively. Almost every patient had surgery (99.7%), 47.4% had chemotherapy, 7.6% had radiotherapy and 1.4% had immunotherapy. On average, tumour mutational burden (TMB) was 18 mutations/Mb and 34.4%, 31.3% and 25.7% of patients had structural or copy number mutations in KRAS, BRAF and NRAS, respectively. In the fully adjusted Cox model, patients with advanced cancer [stage 3 hazard ratio (HR)  =  3.2; p  <  0.001; stage 4 HR  =  10.2; p  <  0.001] and those who had immunotherapy (HR  =  1.8; p  <  0.04) or radiotherapy (HR  =  1.5; p  <  0.02) treatment had a higher risk of dying. The ensemble clustering approach generated four distinct clusters where patients in cluster 2 had the best survival outcomes (1-year: 98.7%; 2-year: 96.7%; 3-year: 93.0%) while patients in cluster 3 (1-year: 87.9; 2-year: 70.0%; 3-year: 53.1%) had the worst outcomes. Kaplan-Meier analysis and log rank test revealed that the clusters were separated into distinct prognostic groups (p  <  0.0001). Survival tree or recursive partitioning analyses were performed to further explore risk groups within each cluster. Among patients in cluster 2, for example, interactions between cancer stage, grade, radiotherapy, TMB, BRAF mutation status were identified. Patients with stage 4 cancer and TMB  ≥  1.6 mutations/Mb had 4 times higher risk of dying relative to the baseline hazard in that cluster.",NaN,[],[]
246,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8487574\eupmc_result.json,PMC8487574,," Background Multidisciplinary cancer care to facilitate the provision of patient centred and evidence-based care is considered best practice internationally. In 2016 multidisciplinary care measures were developed for all local health districts across NSW. The aim of this study was to identify system-level changes and quality improvement activities across the NSW cancer system linked to reporting on these measures. Methods Focus group discussions were used to generate a synergy of ideas from key stakeholders. An exploratory descriptive approach was used within the ontological position of Framework Analysis, the analysis method chosen for this research study, sitting most closely within pragmatism. The use of Framework Analysis in the analytic strategy is because it is well-suited to addressing policy issues and maintaining specific focus within a wider dataset. Results Two focus groups were held with a total of 18 purposively selected participants. Four primary themes emerged: value of electronic documentation; role clarity; relationships; and future development of measures. Key findings included that the reporting of performance measures has expedited the development of electronic documentation and data extraction from the multidisciplinary team meeting (MDT), identified barriers and facilitators to MDT data collection and supported MDT improvement activities across NSW. Conclusions The findings of this study have highlighted that MDTs and their meetings across NSW are harnessing technological advancements to support and further develop their MDTs, as well as the challenges of implementing new processes within the MDTM. This study adds a unique contribution to knowledge of how the reporting of measures can assist in understanding variation in the development and implementation of multidisciplinary teams, as well as highlighting future programs of work to decrease variation in multidisciplinary team meetings and quality improvement activities.","['Cancer', 'Quality improvement', 'Multidisciplinary Teams', 'Key Performance Indicators', 'System Improvement']",[],[]
247,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8488407\eupmc_result.json,PMC8488407,"Ethical Approval and Informed Consent Ethical Approval was not applicable, because this manuscript is review article and does not contain any data with human or animal subjects.","Retinopathy of Prematurity (ROP) is a vascular proliferative disorder of preterm infants, with increased disease severity and incidence occurring with lower gestational age and birth weight. An alternate approach to ROP screening with wide-field digital retinal imaging helps with the early detection of ROP, especially during the pandemic.","['Screening', 'Digital Retinal Imaging', 'Retinopathy Of Prematuirty']","['Ethical Approval', 'Informed Consent', 'Consent Ethical', 'animal subjects', 'review article', 'Approval', 'Ethical', 'Informed', 'Consent', 'applicable']",[]
248,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8488504\eupmc_result.json,PMC8488504,,"This prospective observational study quantified screen media use within the night-time pre-sleep period in a pediatric intensive care unit and postulated possible implications. Seventy-five patients between the ages of newborn to 19 years old were observed 5 evenings per week for 3 weeks. Trained observers documented the patient's screen use, type of screen used, screen engagement, sleep state, light level, and parental presence. Patients in the ICU had on average 65 minutes of screen media use, per evening. The total screen media use averaged 59 minutes for the 0 to18-month age group; 83 minutes for the 18 to 24-month age group; 66 minutes for 2 to 6 year olds; 72 minutes for 6 to 13 year olds; and 74 minutes for those above 13. This research demonstrates that children are engaging in more screen time during the night hours than is recommended by the AAP.","['Sleep', 'Intensive care units', 'Pediatrics', 'Critical Care', 'Hospital', 'Screen Time']",[],[]
249,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8489171\eupmc_result.json,PMC8489171,,"A strong link between schizophrenia and a higher mortality rate from SARS-CoV-2 infections has been reported for schizophrenia patients, with a mortality odds ratio (OR) of 2.67 compared to normal patients, after adjustment of the OR for age, sex, race and extra risk factors. In addition, an extensive number of papers have reported a very strong link between schizophrenia and Toxoplasma gondii infections. A meta-analysis of 38 studies of links between schizophrenia and T. gondii antibody seroprevalence resulting from previous infections indicated that the likelihood of T. gondii infection in schizophrenia patients was 2.7 times higher than the general population. In other words, the meta-analysis indicated that schizophrenia patients had an odds ratio of 2.7 of T. gondii infection compared to the general population. This indicates that compared to the general population, schizophrenia patients have virtually the same odds ratio for having a T. gondii infection and for mortality from a COVID-19 infection. This suggests that T. gondii infections, directly or indirectly, have a relationship with higher mortality in COVID-19 patients having schizophrenia. This conclusion would also apply to the general population.","['Protozoa', 'Protozoan Infections', 'Latent Infections', 'Brain Infections', 'Covid-19 Mortality']",[],[]
250,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8489389\eupmc_result.json,PMC8489389,ETHICS APPROVAL Exempted.,"A 59-year-old man was diagnosed with JAK2-positive polycythemia vera. Subsequently, further laboratory testing revealed elevated ferritin and iron saturation. Genetic testing for HFE gene mutation screen revealed that the patient was positive for heterozygous C282Y mutation. The patient was ultimately diagnosed with both polycythemia vera and hereditary hemochromatosis.",NaN,"['ETHICS APPROVAL', 'APPROVAL Exempted', 'ETHICS', 'Exempted', 'APPROVAL']",[]
251,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8489396\eupmc_result.json,PMC8489396,"ETHICAL APPROVAL Ethics approval has been obtained with review exemption from the Institutional Ethics Committee of our Institute, that is, the Institutional Ethics Committee of All India Institute of Medical Sciences, Bhubaneswar, Odisha, India. Reference number – T/IM‐NF/Micro/19/58 dated 11.11.2019.","Group B  Streptococcus  (GBS) or  Streptococcus agalactiae  is an uncommon causative agent of urinary tract infection (UTI). We present a series of seven cases of UTI due to GBS from a tertiary care hospital of Eastern India, highlighting its emerging role in a hitherto less commonly described clinical entity.","['Urinary tract infection', 'Streptococcus Agalactiae', 'Group B Streptococcus']","['Institutional Ethics', 'Ethics Committee', 'Medical Sciences', 'ETHICAL APPROVAL', 'India Institute', 'APPROVAL Ethics', 'Ethics approval', 'Ethics', 'Institutional', 'Committee']",['–']
252,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8491764\eupmc_result.json,PMC8491764,," Background Early neurorehabilitation improves outcomes in patients with disorders of consciousness (DoC) after brain injury, but its applicability in COVID-19 is unknown. We describe our experience implementing an early neurorehabilitation protocol for patients with COVID-19-associated DoC in the intensive care unit (ICU) and evaluate factors associated with recovery. Methods During the initial COVID-19 surge in New York City between March 10 and May 20, 2020, faced with a disproportionately high number of ICU patients with prolonged unresponsiveness, we developed and implemented an early neurorehabilitation protocol, applying standard practices from brain injury rehabilitation care to the ICU setting. Twenty-one patients with delayed recovery of consciousness after severe COVID-19 participated in a pilot early neurorehabilitation program that included serial Coma Recovery Scale-Revised (CRS-R) assessments, multimodal treatment, and access to clinicians specializing in brain injury medicine. We retrospectively compared clinical features of patients who did and did not recover to the minimally conscious state (MCS) or better, defined as a CRS-R total score (TS) ≥ 8, before discharge. We additionally examined factors associated with best CRS-R TS, last CRS-R TS, hospital length of stay, and time on mechanical ventilation. Results Patients underwent CRS-R assessments a median of six (interquartile range [IQR] 3-10) times before discharge, beginning a median of 48 days (IQR 40-55) from admission. Twelve (57%) patients recovered to MCS after a median of 8 days (IQR 2-14) off continuous sedation; they had lower body mass index (p = 0.009), lower peak serum C-reactive protein levels (p = 0.023), higher minimum arterial partial pressure of oxygen (p = 0.028), and earlier fentanyl discontinuation (p = 0.018). CRS-R scores fluctuated over time, and the best CRS-R TS was significantly higher than the last CRS-R TS (median 8 [IQR 5-23] vs. 5 [IQR 3-18], p = 0.002). Earlier fentanyl (p = 0.001) and neuromuscular blockade (p = 0.015) discontinuation correlated with a higher last CRS-R TS. Conclusions More than half of our cohort of patients with prolonged unresponsiveness following severe COVID-19 recovered to MCS or better before hospital discharge, achieving a clinical benchmark known to have relatively favorable long-term prognostic implications in DoC of other etiologies. Hypoxia, systemic inflammation, sedation, and neuromuscular blockade may impact diagnostic assessment and prognosis, and fluctuations in level of consciousness make serial assessments essential. Early neurorehabilitation of these patients in the ICU can be accomplished but is associated with unique challenges. Further research should evaluate factors associated with longer-term neurologic recovery and benefits of early rehabilitation in patients with severe COVID-19.","['Coma', 'Unconsciousness', 'Covid-19', 'Sars-cov-2', 'Early Neurological Rehabilitation']",[],[]
253,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8492277\eupmc_result.json,PMC8492277,Ethical Approval This study was approved by the Ethics Committee of Zhuji Maternal and Child Health Hospital (2019012).,"Currently, medication abortion is widely used in clinical practice in China. The aim of this study was to investigate the effect of mifepristone with misoprostol treatment on the efficacy of patients with missed abortion (MA) and the safety of this drug regimen. 95 patients with MA treated in our hospital from February 2019 to April 2021 were collected as the subjects of this study, and the patients were divided into the control and the research groups according to different treatment modalities. Among them, 46 cases in the control group were treated by diethylstilbestrol combined with oxytocin and 49 cases in the research group were treated by mifepristone combined with misoprostol, and both groups underwent curettage after medication. The rates of complete abortion, time of embryo expulsion, time of operation, intraoperative bleeding, time of postoperative vaginal bleeding, amount of vaginal bleeding, rate of one-time curettage, the levels of serum estradiol (E2), progesterone (P),  β -chorionic gonadotropin ( β -hCG), and interleukin-18 (IL-18), and the incidence of adverse effects in the two groups were examined and compared. Alanine transaminase (ALT), aspartate aminotransferase (AST), blood urea nitrogen (BUN), and serum creatinine (Scr) were used as indicators to evaluate the safety of the drug. The results showed that the rates of complete abortion and one-time curettage were significantly higher in the study group than in the control group, while the time of embryo expulsion, operation time, intraoperative bleeding, postoperative vaginal bleeding time, and vaginal bleeding were significantly lower than in the control group. The serum E2, P, and  β -hCG levels before curettage in both groups were significantly higher, and IL-18 levels were significantly lower than those at the time of admission, with E2, P, and  β -hCG levels increasing more and IL-18 levels decreasing more in the research group. After drug treatment, no abnormal changes in liver and kidney functions were observed in both groups, and the incidence of adverse reactions was at a similar and lower level in both groups. This shows that mifepristone with misoprostol is a safer and more effective drug regimen for the treatment of MA, which can regulate the levels of serum sex hormones and inflammatory factors in the body, promote the shedding of placental tissue, and create conditions for improving the rate of curettage.",NaN,"['Health Hospital', 'Ethics Committee', 'Zhuji Maternal', 'Child Health', 'Ethical Approval', 'Hospital', 'Approval', 'Ethics', 'Committee', 'Zhuji']",[]
254,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8492730\eupmc_result.json,PMC8492730,,"The aim of this study was to measure macular perfusion in patients with type 1 diabetes and no signs of diabetic retinopathy (DR) using volume rendered three-dimensional (3D) optical coherence tomography angiography (OCTA). We collected data from 35 patients with diabetes and no DR who had OCTA obtained. An additional control group of 35 eyes from 35 healthy subjects was included for comparison. OCTA volume data were processed with a previously presented algorithm in order to obtain the 3D vascular volume and 3D perfusion density. In order to weigh the contribution of different plexuses' impairment to volume rendered vascular perfusion, OCTA en face images were binarized in order to obtain two-dimensional (2D) perfusion density metrics. Mean ± SD age was 27.2 ± 10.2 years [range 19-64 years] in the diabetic group and 31.0 ± 11.4 years [range 19-61 years] in the control group (p = 0.145). The 3D vascular volume was 0.27 ± 0.05 mm 3  in the diabetic group and 0.29 ± 0.04 mm 3  in the control group (p = 0.020). The 3D perfusion density was 9.3 ± 1.6% and 10.3 ± 1.6% in diabetic patients and controls, respectively (p = 0.005). Using a 2D visualization, the perfusion density was lower in diabetic patients, but only at the deep vascular complex (DVC) level (38.9 ± 3.7% in diabetes and 41.0 ± 3.1% in controls, p = 0.001), while no differences were detected at the superficial capillary plexus (SCP) level (34.4 ± 3.1% and 34.3 ± 3.8% in the diabetic and healthy subjects, respectively, p = 0.899). In conclusion, eyes without signs of DR of patients with diabetes have a reduced volume rendered macular perfusion compared to control healthy eyes.",NaN,[],[]
255,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8492806\eupmc_result.json,PMC8492806,,"To gain insight into changes of scholarly journals' recommendations, we conducted a systematic review of studies that analysed journals' Instructions to Authors (ItAs). We summarised results of 153 studies, and meta-analysed how often ItAs addressed: 1) authorship, 2) conflicts of interest, 3) data sharing, 4) ethics approval, 5) funding disclosure, and 6) International Committee of Medical Journal Editors' Uniform Requirements for Manuscripts. For each topic we found large between-study heterogeneity. Here, we show six factors that explained most of that heterogeneity: 1) time (addressing of topics generally increased over time), 2) country (large differences found between countries), 3) database indexation (large differences found between databases), 4) impact factor (topics were more often addressed in highest than in lowest impact factor journals), 5) discipline (topics were more often addressed in Health Sciences than in other disciplines), and 6) sub-discipline (topics were more often addressed in general than in sub-disciplinary journals).",NaN,[],[]
256,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8493365\eupmc_result.json,PMC8493365,ETHICAL APPROVAL All procedures performed were in accordance with the ethical standards. The examination was made in accordance with the approved principles.,"An overlooked ""bud"" of an aortic aneurysm on a chest radiography resulted in a saccular aortic aneurysm 9 years later. This eye-catching image showed us the importance of not only documenting abnormalities in regular radiography but also further imaging evaluation for definitive diagnosis and continuous image follow-up.","['Aortic Aneurysm', 'Chest X‐ray']","['ETHICAL APPROVAL', 'ethical standards', 'procedures performed', 'ETHICAL', 'APPROVAL', 'accordance', 'standards', 'approved principles', 'procedures', 'performed']",[]
257,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8493538\eupmc_result.json,PMC8493538,," Objective The mechanisms underlying the onset and progression of peri-implantitis are similar to those of periodontitis, and the causative bacteria are believed to similar. Previous studies support an association between peri-implantitis and periodontal pathogen. Thus, we investigated the bacterial flora of peri-implantitis patients in comparison to those of healthy implant and periodontitis patients. Materials and methods In total, 70 patients visiting Tokyo Dental College Chiba Hospital were divided into four groups: healthy, periodontitis, healthy implant, and peri-implantitis. For each group, the following five periodontal pathogens were detected using real-time polymerase chain reaction: Porphyromonas gingivalis, Aggregatibacter actinomycetemcomitans, Tannerella forsythia, Treponema denticola, and Prevotella intermedia. Results The average copy number of total bacteria was significantly higher in the periodontitis group than in the other groups. P. gingivalis was detected in the periodontitis and peri-implantitis groups at levels as high as 18.92% and 12.29%, respectively, and P. intermedia was found in the peri-implantitis group at a rate of 2.06%. Nevertheless, periodontal pathogens were generally detected at lower levels in the peri-implantitis group than in the periodontitis group. Conclusion We found lower bacterial counts in the peri-implantitis group relative to the periodontitis group. Our results suggest that the peri-implant tissue is less resistant to bacteria, so even a small number of bacteria can be a risk factor for peri-implantitis and the causative agent of peri-implantitis can be bacteria other than periodontal pathogen.","['Microbiology', 'Diagnosis', 'Clinical research', 'Peri-implantitis']",[],[]
258,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8493680\eupmc_result.json,PMC8493680,"Ethics approval Ethics approval was obtained (no. 2013/5249/I) from the Clinical Research Ethical Committee in Parc de Salut Mar, Barcelona, Spain."," Background There is evidence to suggest that long term exposure to air pollution could be associated with decreased levels of fertility, although there is controversy as to how short term exposure may compromise fertility in IVF patients and what windows of exposure during the IVF process patients could be most vulnerable. Methods This prospective cohort study aimed to evaluate the impact of acute exposure that air pollution have on reproductive outcomes in different moments of the IVF process. Women undergoing IVF living in Barcelona were recruited. Individual air pollution exposures were modelled at their home address 15 and 3 days before embryo transfer (15D and 3D, respectively), the same day of transfer (D0), and 7 days after (D7). The pollutants modelled were: PM 2.5  [particulate matter (PM) ≤2.5 μm], PM coarse  (PM between 2.5 and 10μm), PM 10  (PM≤10 μm), PM 2.5  abs, and NO 2  and NOx. Outcomes were analyzed using multi-level regression models, with adjustment for co-pollutants and confouding factors. Two sensitivity analyses were performed. First, the model was adjusted for subacute exposure (received 15 days before ET). The second analysis was based on the first transfer performed on each patient aiming to exclude patients who failed previous transfers. Results One hundred ninety-four women were recruited, contributing with data for 486 embryo transfers. Acute and subacute exposure to PMs showed a tendency in increasing miscarriage rate and reducing clinical pregnancy rate, although results were not statistically significant. The first sensitivity analysis, showed a significant risk of miscarriage for PM 2.5  exposure on 3D after adjusting for subacute exposure, and an increased risk of achieving no pregnancy for PM 2.5 , PM coarse  and PM 10  on 3D. The second sensitivity analysis showed a significant risk of miscarriage for PM 2.5  exposure on 3D, and a significant risk of achieving no pregnancy for PM2.5, PM coarse  and PM10 particularly on 3D. No association was observed for nitrogen dioxides on reproductive outcomes. Conclusions Exposure to particulate matter has a negative impact on reproductive outcomes in IVF patients. Subacute exposure seems to increase the harmful effect of the acute exposure on miscarriage and pregnancy rates. Nitrogen dioxides do not modify significantly the reproductive success.","['Pregnancy', 'Fertility', 'Nitrogen dioxide', 'particulate matter', 'Miscarriage', 'Pm10', 'Pm2.5', 'No2', 'Acute Exposure']","['Salut Mar', 'Clinical Research', 'Research Ethical', 'Ethical Committee', 'Ethics approval', 'approval Ethics', 'Barcelona', 'Spain', 'Mar', 'Ethics']",['2013/5249/I)']
259,C:\Users\shweata\crops\metadata_analysis\corpus\approval_number_300_getpapers\PMC8494586\eupmc_result.json,PMC8494586,"Ethical Approval Ethical approval was obtained from the Ethics Committee of Jiangsu Provincial Hospital of Traditional Chinese and Western Medicine in Nanjing, China (approval no. 2020LAKY014). The study protocol is in accordance with the guidelines of the Declaration of Helsinki, formulated by the World Medical Association."," Background . Oxaliplatin-induced peripheral neuropathy (OIPN) is one of the most common side effects of oxaliplatin, which can cause reduction and cessation of oxaliplatin-based chemotherapy and significantly affect patients' quality of life. However, no drug has got recognition to prevent or treat OIPN. Yiqi-Wenjing-Fang (YWF) is a joint name of Chinese medicine prescriptions with similar effects of tonifying qi and warming meridians, represented by Huangqi Guizhi Wuwu decoction (HGWD) and Danggui Sini decoction (DSD), both from ""Treatise on Cold Pathogenic and Miscellaneous Diseases."" YWF granules, including HGWD granules and DSD granules, have been, respectively, demonstrated to be effective in preventing OIPN in previous small-sample observations. The purpose of this study is to enlarge the sample size for further evaluation of the preventive efficacy and safety of YWF granules on OIPN.  Methods and Analysis.  This study is a randomized, double-blind, placebo-controlled, and multicenter clinical trial. 360 postoperative patients with stage IIa-IIIc colorectal cancer will be randomly assigned into placebo-control group, intervention group I, and intervention group II, taking the mimetic granules of YWF as placebo, HGWD granules and DSD granules, respectively. All subjects will receive oxaliplatin-based chemotherapy regimen at the same time. EORTC QLQ-CIPN20 will be used to assess the degree of OIPN as the primary outcome measure. The grades of OIPN, quality of life, chemotherapeutic efficacy, and the number of completed chemotherapy cycles are selected as the secondary outcome measures.  Discussion . Based on the condition of no recognized effective drugs in preventing OIPN, evidence-based medical study will be conducted for seeking a breakthrough in the field of Chinese herb medicine. This protocol could provide reliable and systemic research basis about the efficacy of YWF granules and the differentiation of two classical prescriptions of YWF on preventing OIPN objectively.  Trial Registration.  This study was registered at ClinicalTrials.gov on 26 December 2020 (ID: https://clinicaltrials.gov/ct2/show/NCT04690283).",NaN,"['Ethical Approval', 'Ethics Committee', 'Jiangsu Provincial', 'Provincial Hospital', 'Traditional Chinese', 'Western Medicine', 'Approval Ethical', 'Approval', 'Medical Association', 'Ethical']",['2020LAKY014).']
