,metadata_json,PMCIDS,ethic,abstract,keywords,yake_keywords,"['number:', 'no.', 'No.', 'number']_match",terms
1598,C:\Users\shweata\ethics_statement_2000_generic\PMC8111075\eupmc_result.json,PMC8111075,Ethics Statement The studies involving human participants were reviewed and approved by the Centre for Medical Ethics of Xiangya Medical College of Central South University. The patients/participants provided their written informed consent to participate in this study.," Introduction Annual LDCT has been offered as a regular examination among many unit staff in China. Along with the wide application of LDCT, more and more ground-glass nodules were found. We focused on characteristics and relationship of ground-glass nodules detected by LDCT as a regular health examination among Chinese hospital employees and their parents. Methods We recorded LDCT-detected ground-glass nodules (GGNs) in the hospital employees and parents between 2019 and 2020. Clinical information, including age, gender, smoking status was collected and analyzed. Results A total of 5,574 employees and 2,686 employs' parents ≥60 years in Xiangya hospital performed annual physical examination. In total, LDCT incidentally detected ground-glass nodules 392 (24.78%, 392/1,582) in hospital employees and 254 in parents (10.80%, 254/2,352). The GGN-detection rate was significantly greater in employee group than parent group and more non-smokers in former (P  Conclusions Among the employees and parents who had ground glass nodules, 1/4 of them both detected GGNs. Although the detection rate of GGNs in the parent group was lower than that in the employee group, the grade of nodules was significantly higher. All these suggest that the occurrence and development of ground glass nodules may be related to genetic factors.","['Genetic', 'Family History', 'Health Examination', 'Low-dose Computed Tomography', 'Ground Glass Nodules']","['South University', 'Central South', 'Xiangya Medical', 'Medical College', 'Ethics Statement', 'Medical Ethics', 'studies involving', 'involving human', 'Medical', 'University']",[],NaN
1599,C:\Users\shweata\ethics_statement_2000_generic\PMC8111209\eupmc_result.json,PMC8111209,,NaN,"['Respiratory diseases', 'Nonpharmaceutical Measures', 'Covid-19']",[],[],NaN
1600,C:\Users\shweata\ethics_statement_2000_generic\PMC8111267\eupmc_result.json,PMC8111267,"Ethics Ethical Approval was given by the Joint Research Ethics Committee, SJH AMNCH. Ethical Approval Study approval was obtained from the Joint Research Ethics Committee (JREC) of Tallaght University Hospital and St. James Hospital (2019-07)."," Introduction Surgeons regularly educate patients on health promoting behaviours including diet, sleep and exercise. No study thus far has explored surgeons' personal compliance with these health behaviours and their relationship with surgical performance. The primary outcomes of this study were self-reported health, health related behaviours, wellbeing, fatigue and surgical performance. Methods A survey of validated themes on health related behaviours, workplace variables and performance was distributed to surgical trainees and consultants in the UK and Ireland through the Association for Surgeons in Training (ASiT). Non-parametric analysis was used to determine inferential associations. Results Ninety five surgeons (51.5% female, 39.9% registrars) completed the survey. 94% and 74% reported 'good' or better overall health and mental wellbeing respectively. The majority (54.7%) reported inconsistent sleep patterns. Less than a quarter engage in regular exercise. Sixty two and 64.2% reported being regularly fatigued and bothered by feelings of anxiety and/or depression respectively. Poor self-reported health and wellbeing were associated with poorer reported off-call performance (p  Discussion and conclusion Surgeons reported high levels of overall health. However, healthy behaviours around sleep, diet and exercise were not consistently reported. Fewer reported good mental health and emotional well-being. Self-reported health behaviours including sleep and physical activity were associated with surgical performance. Strategies to improve modifiable lifestyle factors which will optimise physical health, mental wellbeing and levels of fatigue may optimise surgical performance.","['Sleep deprivation', 'Fatigue', 'Performance Management', 'Asit', 'Surgical Performance']","['SJH AMNCH', 'Joint Research', 'Ethics Committee', 'Research Ethics', 'Ethical Approval', 'Ethics Ethical', 'Committee', 'Approval Study', 'Study approval', 'Ethics']",[],NaN
1601,C:\Users\shweata\ethics_statement_2000_generic\PMC8111295\eupmc_result.json,PMC8111295,Ethics Statement The studies involving human participants were reviewed and approved by ethics committee of European Institute of Oncology. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.," Objective Antiproliferative activity of somatostatin analogs (SSAs) has been demonstrated in digestive neuroendocrine tumors (NETs), but few data have been published in patients with pulmonary NETs. We therefore conducted a retrospective study to provide additional data on the outcome of patients with metastatic lung NETs submitted to front line SSAs. Research design and methods Patients with metastatic lung NET treated with first line SSA-monotherapy (octreotide or lanreotide) in two different reference Institutions were reviewed. Outcome measures were progression-free survival (PFS) overall survival (OS), overall response rate and safety. We also explored prognostic factors associated with PFS. Methods The outcome of consecutive patients (pts) with metastatic lung NETs, who underwent first-line treatment with SSAs, recruited from 2014 on 2019 in two Italian reference Institutions, was retrospectively evaluated. Results Thirty-one patients entered the study: 14 (45.2%) with typical and 17 (54.8%) atypical carcinoid. Six patients (19.4%) had a carcinoid syndrome. 60.0% of patients had Ki-67 ≤ 10%. Two (6.5%) patients obtained a partial response, 24 (77.4%) disease stabilization while 5 (16.1%) had progressive disease. Median progression free survival (PFS) was 28.6 months, median overall survival (OS) was not attained. Ki-67 ≤ 10%, typical carcinoid histotype and non-functioning disease, were associated with a non-significant PFS prolongation. PFS in patients with atypical carcinoids and in those with Ki-67 >10% was greater than 19 months. Conclusions The long PFS and OS obtained in this case series suggest that SSAs could be effective as first line approach in the management of patients with progressive, metastatic pulmonary NET.","['Somatostatin analog', 'Prognostic factor', 'Carcinoid Syndrome', 'Distant Metastases', 'Lung Carcinoid']","['European Institute', 'Ethics Statement', 'studies involving', 'involving human', 'human participants', 'ethics committee', 'Oncology', 'Statement', 'European', 'Institute']",[],NaN
1602,C:\Users\shweata\ethics_statement_2000_generic\PMC8111297\eupmc_result.json,PMC8111297,"Ethics Statement The studies involving human participants were reviewed and approved by The Ethics Committee of the Community of Researchers on Excellence for All (CREA), University of Barcelona. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.","Some feminist discourses blame some men for gender inequality, gender domination, and gender-based violence. Some women use such discourse as a perfect scenario to criticize some men's behavior. Indeed, they usually do so with Oppressed Traditional Masculinities (OTM) but not with Dominant Traditional Masculinities (DTM), who are the men who were violent with those women and with whom some of those women chose to have relationships. However, there have always been men who have been on the side of women and have never committed violence against them. Therefore, New Alternative Masculinities (NAM) reject being indicated as guilty of the violence committed against women by DTM. Through a communicative approach, applying six semi-structured interviews with a communicative orientation and a communicative data analysis of all information, this article explores both women's communicative acts that blame OTM for what DTM have done to women and NAM's reactions to these accusations to stop such blaming to make it possible to overcome hegemonic discourses.","['Blaming', 'Gender Inequality', 'Communicative Methodology', 'Communicative Acts', 'New Alternative Masculinities', 'Feminist Discourse']","['Ethics Statement', 'Ethics Committee', 'studies involving', 'involving human', 'human participants', 'CREA', 'Ethics', 'University', 'Barcelona', 'Statement']",[],NaN
1603,C:\Users\shweata\ethics_statement_2000_generic\PMC8111316\eupmc_result.json,PMC8111316,"Ethics statement The study was performed on blood samples collected from animals enroled in a study approved by the Animal Ethics Committee of the University of Western Australian in accordance with  The Australian Code of Practice for the Care and Use of Animals for Scientific Purposes ( AustralianGovernment,Â 2013).","The aim of this study was to determine if oxygen supplementation improved the PaO 2  of pregnant ewes during short anaesthesia, when compared to a previous study where oxygen was not provided (Musk and Kemp, 2018). Twenty-six pregnant Merino cross ewes at 121-123 days of gestation were anaesthetised with intravenous midazolam and ketamine for subarachnoid administration of 60 mg of lignocaine and caesarean delivery of the preterm lamb. 100% oxygen was administered to the ewe by a face mask. Arterial blood samples were collected from the ewe immediately after delivery of the foetus. The ewes weighed 60.7 ± 5.5 kg and received 0.51 (0.47-0.58) mg/kg of midazolam and 10.3 (9.4-11.6) mg/kg of ketamine intravenously. The PaO 2  of ewes receiving oxygen by face mask was higher than previously reported [92.6 ± 44.0 mmHg compared to 45.2 ± 11.8 mmHg (Musk and Kemp, 2018) ( p  = 0.0007)]. Oxygen delivery by mask improved the PaO 2  of pregnant ewes during short term anaesthesia.","['Sheep', 'Hypoxemia', 'Anaesthesia']","['Scientific Purposes', 'Western Australian', 'Australian Code', 'Ethics Committee', 'Animal Ethics', 'animals enroled', 'Ethics statement', 'blood samples', 'samples collected', 'study approved']",[],NaN
1604,C:\Users\shweata\ethics_statement_2000_generic\PMC8112199\eupmc_result.json,PMC8112199,"Ethics Statement This study was approved by the Medical Ethics Committee of the Childrenâ€™s Hospital, Zhejiang University School of Medicine. Written or verbal informed consent from individual patients was not required, as this study involved an audit of data from routine clinical practice based on de-identified data. Ethics Approval This study was approved by the Medical Ethics Committee of the Childrenâ€™s Hospital, Zhejiang University School of Medicine. Written or verbal informed consent from individual patients was not required, as this study involved an audit of data from routine clinical practice based on de-identified data."," Background Diabetic ketoacidosis (DKA) is a potentially life-threatening complication of type 1 diabetes (T1D), and a leading cause of death in children aged  Aims i) to assess the incidence of DKA in children and adolescents newly diagnosed with T1D over a 10-year period at a large regional center in China; and ii) to examine the clinical symptoms and demographic factors associated with DKA and its severity at diagnosis. Methods We carried out a retrospective audit of a regional center, encompassing all youth aged  Results 681 children were diagnosed with T1D, 50.1% having DKA at presentation (36.0% mild, 30.0% moderate, and 33.9% severe DKA). The number of patients diagnosed with T1D progressively rose from approximately 39 cases/year in 2009-2010 to 95 cases/year in 2017-2018 (≈2.5-fold increase), rising primarily among children aged 5-9 years. DKA incidence was unchanged but variable (44.8% to 56.8%). At T1D diagnosis, 89% of patients reported polyuria and 91% polydipsia. Children presenting with DKA were more likely to report vomiting, abdominal pain, and particularly fatigue. DKA was most common among the youngest children, affecting 4 in 5 children aged  Conclusions The number of children diagnosed with T1D at our regional center increased over the study period, but DKA rates were unchanged. With 9 of 10 children reporting polyuria and polydipsia prior to T1D diagnosis, increasing awareness of this condition in the community and among primary care physicians could lead to earlier diagnosis, and thus potentially reduce rates of DKA at presentation.","['Children', 'Complications', 'Symptoms', 'Adolescents', 'Dka']","['Zhejiang University', 'University School', 'Ethics Statement', 'Medical Ethics', 'Ethics Committee', 'Ethics', 'study involved', 'study', 'Childrenâ', 'Hospital']",[],NaN
1605,C:\Users\shweata\ethics_statement_2000_generic\PMC8112237\eupmc_result.json,PMC8112237,Ethics Statement The studies involving human participants were reviewed and approved by Research Ethics Committee of the First Affiliated Hospital of Guangzhou University of Chinese Medicine (ZYYEC-ERK[2021]016). The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"A vast majority of colorectal cancer (CRC) patients with microsatellite stability (MSS) or proficient mismatch repair (pMMR) are refractory to immunotherapeutic strategies. The current research focusses on the combined treatment strategies for identification and optimization in order to improve the efficacy of immunotherapy among patients with microsatellite stability (MSS), who account for the majority of metastatic colorectal cancer (mCRC) cases. mCRC patients harboring MSS and the  BRAF V600E  mutation  show a worse prognosis and barely benefit from immunotherapy. In this report, we discuss the case of a mCRC patient with MSS and  BRAF V600E  mutation , who exhibited significant response to the combined treatment with nivolumab and bevacizumab, and has been exhibiting a progression-free survival (PFS) of more than 17 months. Our findings indicate that combined anti-angiogenic therapy can improve the efficacy of immunotherapy, which results in the prolong survival of the patient. This is a case report on MSS and  BRAF V600E   colorectal cancer which presents with a response to immunotherapy and anti-angiogenic therapy.","['Colon cancer', 'Anti-angiogenesis', 'Braf Mutation', 'Pd-1 Inhibitor', 'Microsatellite Stability']","['Chinese Medicine', 'Affiliated Hospital', 'Guangzhou University', 'Ethics Statement', 'Research Ethics', 'Ethics Committee', 'studies involving', 'involving human', 'human participants', 'Ethics']",[],NaN
1606,C:\Users\shweata\ethics_statement_2000_generic\PMC8112246\eupmc_result.json,PMC8112246,"Ethics Statement This study was approved by the IRB of Shanghai Jiaotong University School of Medicine, Renji Hospital Ethics Committee (KY2020-115)."," Background:  The primary non-response (PNR) rate of infliximab (IFX) varies from 20 to 46% for the treatment of Crohn's disease (CD). Detected PNR reduces the improper use of specific treatments. To date, there is hardly any knowledge regarding early markers of PNR. The aim of this study was to evaluate the role of Interleukin-6 (IL-6) as an early predictor of PNR of IFX for the treatment of CD.  Methods:  We enrolled 322 bio-naïve patients diagnosed with CD from January 2016 to May 2020. Primary response was determined at week 14. Multivariable logistic regression was used to construct prediction models. Area under the curve (AUC), calibration and decision curve analyses (DCA) were assessed in the validation cohort. GEO data were analyzed to identify potential mechanisms of  IL-6  in IFX therapy for CD.  Results:  PNR occurred in 31.06% (100 of 322) patients who were assessable at week 14. IL-6 levels significantly decreased after IFX therapy ( p   Conclusions:  We concluded that IL-6 may be used as a predictive factor to assess the risk of PNR to IFX therapy.","['Interleukin-6', 'Infliximab', 'Crohn’s Disease', 'Primary Non-response', 'Bioinfomatics']","['Renji Hospital', 'Shanghai Jiaotong', 'Jiaotong University', 'University School', 'Ethics Committee', 'Ethics Statement', 'Hospital Ethics', 'Medicine', 'Renji', 'Committee']",[],NaN
1607,C:\Users\shweata\ethics_statement_2000_generic\PMC8112393\eupmc_result.json,PMC8112393,Ethics and dissemination This protocol was approved by the Internal Review Board at the Montpellier University Hospitals on 16 July 2020 (IRB_MTP_2020_07_202000404). The results of this study will be disseminated via peer-reviewed publications.," Introduction To date, continuous positive airway pressure (CPAP) remains the cornerstone of obstructive sleep apnoea treatment. CPAP data describing residual sleep-disordered breathing events (ie, the CPAP-measured apnoea-hypopnoea indices (AHI-CPAP flow )) is difficult to interpret because it is an entirely different metric than the polysomnography (PSG) measured AHI gold standard (AHI-PSG gold ). Moreover, manufacturer definitions for apnoea and hypopnoea are not only different from those recommended for PSG scoring, but also different between manufacturers. In the context of CPAP initiation and widespread telemedicine at home to facilitate sleep apnoea care, there is a need for concrete evidence that AHI-CPAP flow  can be used as a surrogate for AHI-PSG gold . Methods and analysis No published systematic review and meta-analysis (SRMA) has compared the accuracy of AHI-CPAP flow  against AHI-PSG gold  and the primary objective of this study is therefore to do so using published data. The secondary objectives are to similarly evaluate other sleep disordered breathing indices and to perform subgroup analyses focusing on the inclusion/exclusion of central apnoea patients, body mass index levels, CPAP device brands, pressure titration modes, use of a predetermined and fixed pressure level or not, and the impact of a 4% PSG desaturation criteria versus 3% PSG on accuracy. The Preferred Reporting Items for SRMA protocols statement guided study design. Randomised controlled trials and observational studies of adult patients (≥18 years old) treated by a CPAP device will be included. The CPAP intervention and PSG comparator must be performed synchronously. PSGs must be scored manually and follow the American Academy of Sleep Medicine guidelines (2007 AASM criteria or more recent). To assess the risk of bias in each study, the Quality Assessment of Diagnostic Accuracy Studies 2 tool will be used. Ethics and dissemination This protocol received ethics committee approval on 16 July 2020 (IRB_MTP_2020_07_2020000404) and results will be disseminated via peer-reviewed publications. Prospero/trial registration numbers CRD42020159914/NCT04526366; Pre-results.","['Heart Failure', 'Respiratory Physiology', 'Sleep Medicine']","['Internal Review', 'Review Board', 'Montpellier University', 'University Hospitals', 'July', 'IRB', 'MTP', 'Internal', 'Review', 'Board']",[],NaN
1608,C:\Users\shweata\ethics_statement_2000_generic\PMC8112543\eupmc_result.json,PMC8112543,Ethics Statement The studies involving human participants were reviewed and approved by Ethics committee of Bielefeld University. The patients/participants provided their written informed consent to participate in this study.,"Until now, health communication has largely failed to debunk fears and caveats related to vaccination. This study aims to investigate the effects of different text types used in health communication in an experimental study design. A neutrally formulated text was compared to a humorous text using the formula of a fairytale. Overall, the study indicates no additional value in using the humorous format as an innovative and target-group-oriented approach to inform readers about scientific evidence related to vaccination. Although the effects of the two text types do not differ, the credibility of the neutrally formulated text was much more likely to be judged as high. This indicates that the perception of credibility is not the only criterion in health communication leading to knowledge gains and changes in health-related attitudes and behaviors.","['Vaccine', 'Health', 'Communication', 'Herd immunity', 'emotion', 'Science', 'Humor']","['Bielefeld University', 'Ethics Statement', 'Ethics committee', 'studies involving', 'involving human', 'University', 'Ethics', 'Statement', 'Bielefeld', 'human participants']",[],NaN
1609,C:\Users\shweata\ethics_statement_2000_generic\PMC8112651\eupmc_result.json,PMC8112651,," Background To assess the risk of postoperative SARS-CoV-2 infection during the COVID-19 pandemic. Methods The CONCEPTION study was a cohort, multidisciplinary study conducted at Conception University Hospital, in France, from March 17th to May 11th, 2020. Our study included all adult patients who underwent minor surgery in one of the seven surgical departments of our hospital: urology, digestive, plastic, gynecological, otolaryngology, gynecology or maxillofacial surgery. Preoperative self-isolation, clinical assessment using a standardized questionnaire, physical examination, nasopharyngeal RT-PCR and chest CT scan performed the day before surgery were part of our active prevention strategy. The main outcome was the occurrence of a SARS-CoV-2 infection within 21 days following surgery. The COVID-19 status of patients after discharge was updated during the postoperative consultation and to ensure the accuracy of data, all patients were contacted again by telephone. Results A total of 551 patients from six different specialized surgical Departments in our tertiary care center were enrolled in our study. More than 99% (546/551) of included patients underwent a complete preoperative Covid-19 screening including RT-PCR testing and chest CT scan upon admission to the Hospital. All RT-PCR tests were negative and in 12 cases (2.2%), preoperative chest CT scans detected pulmonary lesions consistent with the diagnosis criteria for COVID-19. No scheduled surgery was postponed. One patient (0.2%) developed a SARS-CoV-2 infection 20 days after a renal transplantation. No readmission or COVID-19 -related death within 30 days from surgery was recorded. Conclusions Minor surgery remained safe in the COVID-19 Era, as long as all appropriate protective measures were implemented. These data could be useful to public Health Authorities in order to improve surgical patient flow during a pandemic.",[],[],[],NaN
1610,C:\Users\shweata\ethics_statement_2000_generic\PMC8112657\eupmc_result.json,PMC8112657,"Ethical approval and informed consent This study was carried out with approval from the Ethics Committee of Juntendo University Hospital (no. 20â€“276) and complies with the 1964 Helsinki Declaration and its later amendments or comparable ethical standards. No written or oral consent was obtained. All participants were informed that the research policy is available on the homepage of the hospital and that they have the opportunity to opt-out of the study at any time later on, which was approved by the Ethics Committee. The Ethics Committee approved of the opt-out method for the use of specimens and clinical data under the condition that all data are anonymized. In the present study, patient data were anonymized and patient samples were completely de-identified before being accessed for research purposes. None of the researchers had access to patient-identifiable information. Only those participants who had not opted-out from the study were included into the data analysis."," Introduction Molecular and cellular characteristics of the relapse-prone subset within triple-negative breast cancer (TNBC) remain unclear. Aberrant glycosylation is involved in the malignant behavior of cancer cells. In the present study, we aimed to reveal glycan profiles unique to relapsed TNBC patients. Methods Thirty TNBC patients who did not undergo neoadjuvant chemotherapy but postoperative standard adjuvant therapy from 2009 through 2016 at Juntendo Hospital were investigated. TNBC cells were resected from primary breast cancer sections of formalin-fixed surgical specimens using laser-assisted microdissection. The binding intensities of the extracted glycoproteins to 45 lectins were quantified using lectin microarray and compared between relapsed and non-relapsed patients. Immunohistochemical staining with TJA-II lectin in specimen sections was performed. Results Five patients relapsed during the follow-up (range 37-123 months). Lectin microarray analysis revealed that 7 out of 45 lectins showed significant differences in binding intensity between the relapsed and the non-relapsed group. TJA-II, ACA, WFA, and BPL showed stronger binding in the relapsed group. PNGase F treatment of TNBC cell lysates suggested that TJA-II and ACA bind O-glycans. TJA-II staining of tissue sections revealed strong binding to cell surface membranes and to the cytoplasm of TNBC cells, but not to other types of cells. Significantly more TNBC cells were stained in tissue sections from relapsed than non-relapsed patients. Conclusions TNBC cells from relapsed patients showed a unique lectin reactivity, with higher levels of TJA-II (also WFA and BPL) binding than in non-relapsed patients. The results are potentially useful to develop new prognostic and therapeutic tools.",[],"['Juntendo University', 'Ethics Committee', 'University Hospital', 'Ethical approval', 'Helsinki Declaration', 'Ethics', 'approval', 'Juntendo', 'University', 'Committee']",['20â€“276)'],NaN
1611,C:\Users\shweata\ethics_statement_2000_generic\PMC8112666\eupmc_result.json,PMC8112666,"Ethical consideration Personal data were processed in compliance with Law 14/2007 of July 3, Biomedical Research, as well as Regulation EU 2016/679 of the European Parlament and of the Council of 27 April 2016, General Data Protection Regulation and Organic Law 3/2018 of 5 December on the Protection of Personal Data and Guarantee of Digital Rights. The registry has the approval of the Ethics and Research Committee of the Province of Malaga. The Department of Medicinal Products for Human Use of the Spanish Medicines and Healthcare Products has classified the study as ""Non-Post-Authorization Observational Study"". Patients were asked for a written informed consent during hospital admission. Due to biosecurity reasons, the consent had not witnessed. When it was not possible to obtain it for biosecurity reasons or because the patient was already discharged, it was collected verbally, leaving evidence in their medical history."," Background Most patients with COVID-19 receive antibiotics despite the fact that bacterial co-infections are rare. This can lead to increased complications, including antibacterial resistance. We aim to analyze risk factors for inappropriate antibiotic prescription in these patients and describe possible complications arising from their use. Methods The SEMI-COVID-19 Registry is a multicenter, retrospective patient cohort. Patients with antibiotic were divided into two groups according to appropriate or inappropriate prescription, depending on whether the patient fulfill any criteria for its use. Comparison was made by means of multilevel logistic regression analysis. Possible complications of antibiotic use were also identified. Results Out of 13,932 patients, 3047 (21.6%) were prescribed no antibiotics, 6116 (43.9%) were appropriately prescribed antibiotics, and 4769 (34.2%) were inappropriately prescribed antibiotics. The following were independent factors of inappropriate prescription: February-March 2020 admission (OR 1.54, 95%CI 1.18-2.00), age (OR 0.98, 95%CI 0.97-0.99), absence of comorbidity (OR 1.43, 95%CI 1.05-1.94), dry cough (OR 2.51, 95%CI 1.94-3.26), fever (OR 1.33, 95%CI 1.13-1.56), dyspnea (OR 1.31, 95%CI 1.04-1.69), flu-like symptoms (OR 2.70, 95%CI 1.75-4.17), and elevated C-reactive protein levels (OR 1.01 for each mg/L increase, 95% CI 1.00-1.01). Adverse drug reactions were more frequent in patients who received ANTIBIOTIC (4.9% vs 2.7%, p  Conclusion The inappropriate use of antibiotics was very frequent in COVID-19 patients and entailed an increased risk of adverse reactions. It is crucial to define criteria for their use in these patients. Knowledge of the factors associated with inappropriate prescribing can be helpful.",[],"['Personal data', 'Organic Law', 'Protection Regulation', 'Data Protection', 'General Data', 'European Parlament', 'Biomedical Research', 'consideration Personal', 'data', 'Ethical consideration']",[],NaN
1612,C:\Users\shweata\ethics_statement_2000_generic\PMC8112676\eupmc_result.json,PMC8112676,,"The use of drones for triage in mass-casualty incidents has recently emerged as a promising technology. However, there is no triage system specifically adapted to a remote usage. Our study aimed to develop a remote triage procedure using drones. The research was performed in three stages: literature review, the development of a remote triage algorithm using drones and evaluation of the algorithm by experts. Qualitative synthesis and the calculation of content validity ratios were done to achieve the Aerial Remote Triage System. This algorithm assesses (in this order): major bleeding, walking, consciousness and signs of life; and then classify the injured people into several priority categories: priority 1 (red), priority 2 (yellow), priority 3 (green) and priority * (violet). It includes the possibility to indicate save-living interventions to injured people and bystanders, like the compression of bleeding injuries or the adoption of the recovery position. The Aerial Remote Triage System may be a useful way to perform triage by drone in complex emergencies when it is difficult to access to the scene due to physical, chemical or biological risks.",[],[],[],NaN
1613,C:\Users\shweata\ethics_statement_2000_generic\PMC8112682\eupmc_result.json,PMC8112682,,"Coastal wetlands are experiencing accelerated rates of fragmentation and degradation due to sea-level rise, sediment deficits, subsidence, and salt-water intrusion. This reduces their ability to provide ecosystem benefits, such as wave attenuation, habitat for migratory birds, and a sink for carbon and nitrogen cycles. A deteriorated back barrier wetland in New Jersey, USA was nourished through thin layer placement (TLP) of dredged sediment in 2016. A field investigation was conducted in 2019 using a cone penetrometer (CPT) to quantify the establishment of soil strength post sediment nourishment compared to adjacent reference sites in conjunction with traditional wetland performance measures. Results show that the nourished area exhibited weaker strengths than the reference sites, suggesting the root system of the vegetation is still establishing. The belowground biomass measurements correlated to the CPT strength measurements, demonstrating that shear strength measured from the cone penetrometer could serve as a surrogate to monitor wetland vegetation trajectories. In addition, heavily trafficked areas underwent compaction from heavy equipment loads, inhibiting the development of vegetation and highlighting how sensitive wetlands are to anthropogenic disturbances. As the need for more expansive wetland restoration projects grow, the CPT can provide rapid high-resolution measurements across large areas supplying government and management agencies with vital establishment trajectories.",[],[],[],NaN
1614,C:\Users\shweata\ethics_statement_2000_generic\PMC8113174\eupmc_result.json,PMC8113174,,NaN,[],[],[],NaN
1615,C:\Users\shweata\ethics_statement_2000_generic\PMC8113268\eupmc_result.json,PMC8113268,,NaN,[],[],[],NaN
1616,C:\Users\shweata\ethics_statement_2000_generic\PMC8113377\eupmc_result.json,PMC8113377,Ethics Statement Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.," Background:  The COVID-19 (coronavirus disease 2019) pandemic is reducing health care accessibility to non-life-threatening diseases, thus hiding their real incidence. Moreover, the incidence of potentially fatal conditions such as acute type A aortic dissection seems to have decreased since the pandemic began, whereas the number of cases of chronic ascending aortic dissections dramatically increased. We present two patients whose management has been affected by the exceptional sanitary situation we are dealing with.  Case report:  A 70-year-old man with chest pain and an aortic regurgitation murmur had his cardiac workup delayed (4 months) because of sanitary restrictions. He was then diagnosed with chronic type A aortic dissection and underwent urgent replacement of ascending aorta and aortic root. The delay in surgical treatment made the intervention technically challenging because the ascending aorta grew up to 80 mm inducing strong adhesions and chronic inflammation. The second case report concerns a 68-year-old woman with right lower-limb pain who was diagnosed with deep vein thrombosis. However, a CT scan to exclude a pulmonary embolism could not be realized until 5 months later because of sanitary restrictions. When she eventually got the CT scan, it fortuitously showed a chronic dissection of the ascending aorta. She underwent urgent surgery, and the intervention was challenging because of adhesions and severe inflammation.  Conclusion:  Delayed treatment due to sanitary restrictions related to COVID-19 pandemic is having a significant impact on the management of potentially life-threatening conditions including type A aortic dissection. We should remain careful to avoid COVID-19 also hitting patients who are not infected with the virus.","['Aortic Surgery', 'Ascending Aorta', 'Chronic Aortic Dissection', 'Delayed Management', 'Covid−19']","['Statement Written', 'Ethics Statement', 'Written informed', 'informed consent', 'potentially identifiable', 'identifiable images', 'data included', 'Statement', 'Written', 'Ethics']",[],NaN
1617,C:\Users\shweata\ethics_statement_2000_generic\PMC8113401\eupmc_result.json,PMC8113401,"Ethics Statement Written informed consent was obtained from the individual(s), and minor(s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article.","Atrial tachycardia originating from the right atrial appendage has a higher probability of failure of catheter ablation. Here we report a case of a 13-year-old boy with incessant tachycardia, complicated by heart enlargement, and heart failure. Electrophysiological examination showed that atrial tachycardia (AT) originated from the apex of the right atrial appendage, and endocardial catheter ablation was ineffective. After thoracoscopic approach, the right atrial appendage was successfully ablated with bipolar radiofrequency ablation forceps, atrial tachycardia was terminated and sinus rhythm was restored. Within 3 months since the patient was discharged from the hospital, no arrhythmia occurred and the heart structure returned to normal. Thus, thoracoscopic clamp radiofrequency ablation may be a reasonable choice for young patients with atrial tachycardia originated from the right atrial appendage when transendocardial ablation is not effective.","['Catheter ablation', 'Radiofrequency Ablation', 'Atrial Tachycardia', 'Right Atrial Appendage', 'Tachycardia Cardiomyopathy']","['Statement Written', 'Ethics Statement', 'legal guardian', 'Written informed', 'informed consent', 'potentially identifiable', 'identifiable images', 'data included', 'Statement', 'Written']",[],NaN
1618,C:\Users\shweata\ethics_statement_2000_generic\PMC8113416\eupmc_result.json,PMC8113416,Ethics Statement The studies involving human participants were reviewed and approved by Ethics Committee of the Institutional Review Board of Pusan National University. The patients/participants provided their written informed consent to participate in this study.,"This study aims to decode the hemodynamic responses (HRs) evoked by multiple sound-categories using functional near-infrared spectroscopy (fNIRS). The six different sounds were given as stimuli (English, non-English, annoying, nature, music, and gunshot). The oxy-hemoglobin (HbO) concentration changes are measured in both hemispheres of the auditory cortex while 18 healthy subjects listen to 10-s blocks of six sound-categories. Long short-term memory (LSTM) networks were used as a classifier. The classification accuracy was 20.38 ± 4.63% with six class classification. Though LSTM networks' performance was a little higher than chance levels, it is noteworthy that we could classify the data subject-wise without feature selections.","['auditory cortex', 'Decoding', 'Functional Near-infrared Spectroscopy (Fnirs)', 'Deep Learning', 'Long Short-Term Memories (Lstms)']","['National University', 'Institutional Review', 'Review Board', 'Pusan National', 'Ethics Statement', 'Ethics Committee', 'studies involving', 'involving human', 'University', 'human participants']",[],NaN
